날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-27,778472507114,390518583963,2259609106954,-3428600198031,0,KOSPI
2026-03-27,50737908631,12679634966,170304123614,-233721667211,0,KOSDAQ
