날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-07-15,199209399429,-35738577824,-2466617983510,2303147161905,0,KOSPI
2026-07-15,108570831073,22562941472,-154185548062,23051775517,0,KOSDAQ
