티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4640.0,104535.0,479993726.0,1.09,1233095.0,0.26,9262.0,42025888.0,-9087.0,-41212563.0,-175.0,-813325.0,-266.0,-1233095.0,-89.0,-411780.0,14.0,64960.0,0.0,0.0,171.0,789790.0,-5.0,-23200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8470.0,30999.0,264570780.0,0.0,6878290.0,2.6,-2777.0,-23145675.0,4273.0,35995785.0,-1548.0,-13291580.0,-37.0,-542520.0,-6.0,-50460.0,-5.0,-42020.0,0.0,0.0,-1500.0,-12656580.0,0.0,0.0,51.0,433040.0,1.0,8430.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,3860.0,77818.0,299367290.0,0.13,3431540.0,1.15,-15299.0,-59002742.0,11755.0,45365960.0,3413.0,13133087.0,2341.0,8999480.0,-99.0,-381930.0,29.0,111940.0,-495.0,-1904318.0,1621.0,6246325.0,16.0,61590.0,1.0,3845.0,130.0,499850.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,103000.0,41977.0,4336334100.0,-0.77,381944100.0,7.78,16012.0,1654273700.0,-1917.0,-200468450.0,-14290.0,-1473937850.0,37.0,4428800.0,-1335.0,-137892900.0,-5094.0,-526272300.0,-70.0,-7214750.0,-7864.0,-810694200.0,36.0,3707000.0,169.0,17446800.0,26.0,2685800.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,15850.0,705944.0,11148725725.0,1.41,982715510.0,8.05,-57242.0,-905076435.0,124401.0,1963809820.0,-49263.0,-776542765.0,11490.0,182505200.0,-26276.0,-414864900.0,-28605.0,-451703605.0,0.0,0.0,38306.0,604496305.0,-44178.0,-696975765.0,-17443.0,-275029990.0,-453.0,-7160630.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",41550.0,3081.0,128240750.0,1.34,166200.0,0.12,-1640.0,-68214800.0,-343.0,-14468100.0,2002.0,83475150.0,996.0,41444450.0,-4.0,-166200.0,1.0,41550.0,0.0,0.0,609.0,25424050.0,400.0,16731300.0,-19.0,-792250.0,0.0,0.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,24150.0,524.0,12653900.0,-0.62,72900.0,0.58,19.0,459850.0,-20.0,-484600.0,1.0,24750.0,1.0,24750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,178900.0,122841.0,21751217750.0,2.35,915709300.0,3.26,-20140.0,-3604139750.0,44435.0,7888416800.0,-22916.0,-4040096150.0,-4427.0,-791621900.0,-2743.0,-483510450.0,-8883.0,-1560150250.0,-141.0,-24426800.0,944.0,162388200.0,-7226.0,-1264152400.0,-978.0,-172565500.0,-401.0,-71615400.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5760.0,301006.0,1740187900.0,-0.86,54903440.0,3.16,24854.0,143003770.0,-19447.0,-111741095.0,-3658.0,-21206235.0,-437.0,-2645440.0,-105.0,-603575.0,47.0,270720.0,0.0,0.0,-3159.0,-18205210.0,-4.0,-22730.0,-1765.0,-10148750.0,16.0,92310.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,156200.0,10485.0,1627607850.0,1.36,7493700.0,0.46,-4200.0,-652941800.0,4237.0,656834400.0,-37.0,-3892600.0,391.0,62091100.0,-94.0,-14639500.0,-270.0,-41376900.0,0.0,0.0,-19.0,-2950200.0,-45.0,-7017100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",94300.0,68233.0,6433916350.0,-0.63,552319600.0,7.33,11463.0,1076562800.0,-3684.0,-347419300.0,-9356.0,-878096100.0,-1965.0,-184966400.0,-4157.0,-390558900.0,5574.0,526216150.0,0.0,0.0,-13876.0,-1307049750.0,5318.0,501745400.0,1323.0,124999900.0,254.0,23952700.0,0.0,0.0,0.0
