corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
01924673,나노솔루션,238540,N,사업보고서 (2025.12),20260728000338,나노솔루션,20260728,
00142713,형지I&C,011080,K,임원ㆍ주요주주특정증권등소유상황보고서,20260728000330,패션그룹형지,20260728,
00363510,제이케이시냅스,060230,K,최대주주변경              ,20260728900521,제이케이시냅스,20260728,코
01026157,쏘카,403550,Y,임원ㆍ주요주주특정증권등소유상황보고서,20260728000329,이준노,20260728,
00105606,금호에이치티,214330,Y,[기재정정]주식등의대량보유상황보고서(일반),20260728000327,에코볼트,20260728,
00142713,형지I&C,011080,K,임원ㆍ주요주주특정증권등소유상황보고서,20260728000326,최병오,20260728,
00858364,BNK금융지주,138930,Y,현금ㆍ현물배당결정              ,20260728800533,BNK금융지주,20260728,유
00877174,엠브레인,169330,K,[기재정정]주식등의대량보유상황보고서(일반),20260728000322,"MACROMILL,INC.",20260728,
00550082,캔버스엔,210120,K,[기재정정]주주총회소집결의              (임시주주총회),20260728900511,캔버스엔,20260728,코
00105606,금호에이치티,214330,Y,[기재정정]주식등의대량보유상황보고서(일반),20260728000320,에코볼트,20260728,
00852087,시디즈,134790,Y,최대주주등소유주식변동신고서              ,20260728800528,시디즈,20260728,유
00105606,금호에이치티,214330,Y,[기재정정]주식등의대량보유상황보고서(일반),20260728000316,에코볼트,20260728,
00858364,BNK금융지주,138930,Y,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정              ,20260728800526,BNK금융지주,20260728,유
00753643,주성코퍼레이션,109070,Y,임원ㆍ주요주주특정증권등소유상황보고서,20260728000315,양중곤,20260728,
00105606,금호에이치티,214330,Y,[기재정정]주식등의대량보유상황보고서(일반),20260728000314,에코볼트,20260728,
01924673,나노솔루션,238540,N,임원ㆍ주요주주특정증권등소유상황보고서,20260728000311,캡스톤파트너스,20260728,
00877174,엠브레인,169330,K,[기재정정]주식등의대량보유상황보고서(일반),20260728000308,"MACROMILL,INC.",20260728,
00442455,코스나인,082660,K,[기재정정]주주총회소집결의              (임시주주총회),20260728900485,코스나인,20260728,코
01924673,나노솔루션,238540,N,주식등의대량보유상황보고서(약식),20260728000304,캡스톤파트너스,20260728,
01203659,이뮨온시아,424870,K,임원ㆍ주요주주특정증권등소유상황보고서,20260728000303,PAIK SOONMYUNG,20260728,
00126380,삼성전자,005930,Y,임원ㆍ주요주주특정증권등소유상황보고서,20260728000302,김지훈,20260728,
00656289,코스맥스엔비티,222040,K,유형자산처분결정(종속회사의주요경영사항)              ,20260728900517,코스맥스엔비티,20260728,코
00347062,현대바이오랜드,052260,K,결산실적공시예고              ,20260728900514,현대바이오랜드,20260728,코
00339391,한화시스템,272210,Y,[기재정정]단일판매ㆍ공급계약체결              ,20260728800501,한화시스템,20260728,유
00117601,유안타증권,003470,Y,투자설명서(일괄신고),20260728000288,유안타증권,20260728,
00117601,유안타증권,003470,Y,일괄신고추가서류(파생결합증권-주가연계증권),20260728000283,유안타증권,20260728,
00110893,대신증권,003540,Y,일괄신고추가서류(기타파생결합사채),20260728000282,대신증권,20260728,
00488989,한양디지텍,078350,K,주식등의대량보유상황보고서(일반),20260728000281,김윤상,20260728,
00858364,BNK금융지주,138930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20260728800461,BNK금융지주,20260728,유
00135962,신라교역,004970,Y,타인에대한채무보증결정              ,20260728800486,신라교역,20260728,유
01649204,달바글로벌,483650,Y,주식등의대량보유상황보고서(약식),20260728000277,FILLIMITED,20260728,
00203582,한솔홈데코,025750,Y,독립이사의선임ㆍ해임또는중도퇴임에관한신고,20260728000276,한솔홈데코,20260728,
00126186,삼성에스디에스,018260,Y,[기재정정]특수관계인과의보험거래,20260728000274,삼성에스디에스,20260728,공
00141413,영화금속,012280,Y,영업(잠정)실적(공정공시)              ,20260728800468,영화금속,20260728,유
00878696,에스케이바이오팜,326030,Y,단일판매ㆍ공급계약체결              ,20260728800426,에스케이바이오팜,20260728,유
00126186,삼성에스디에스,018260,Y,[기재정정]특수관계인과의보험거래,20260728000271,삼성에스디에스,20260728,공
00153375,태광,023160,K,주요사항보고서(자기주식취득신탁계약해지결정),20260728000256,태광,20260728,
01169434,오가닉티코스메틱,900300,K,주주총회소집결의              (임시주주총회),20260728900474,오가닉티코스메틱,20260728,코
00203582,한솔홈데코,025750,Y,임시주주총회결과              ,20260728800424,한솔홈데코,20260728,유
00104856,삼성증권,016360,Y,기업설명회(IR)개최(안내공시)              ,20260728800478,삼성증권,20260728,유
00406046,HD현대마린엔진,071970,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20260728800414,HD현대마린엔진,20260728,유
00102432,계룡건설산업,013580,Y,[기재정정]단일판매ㆍ공급계약체결              ,20260728800453,계룡건설산업,20260728,유
