날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-06-04,1525451417948,127314148549,5013493246131,-6666258812628,0,KOSPI
2026-06-04,206646041099,-894118204,-163328277748,-42423645147,0,KOSDAQ
