날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-07-29,3176944556864,43370435632,-1970097761933,-1250217230563,0,KOSPI
2026-07-29,147401207958,2342586283,-457938082281,308194288040,0,KOSDAQ
