날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-29,-167311965786,39694950882,1617281206128,-1489664191224,0,KOSPI
2026-01-29,2042725090740,-129363106067,-2129686473075,216324488402,0,KOSDAQ
