날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-09,1204591351365,268313796931,133924237297,-1606829385593,0,KOSPI
2026-01-09,76170173001,-12583935357,106378125869,-169964363513,0,KOSDAQ
