corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
00150536,진양제약,007370,K,[첨부추가]주요사항보고서(유형자산양수결정),20240513000002,진양제약,20240513,정
00117267,동양생명,082640,Y,[기재정정]연결재무제표기준영업(잠정)실적(공정공시)              ,20240513800775,동양생명,20240513,유
00117267,동양생명,082640,Y,[기재정정]영업(잠정)실적(공정공시)              ,20240513800773,동양생명,20240513,유
01188378,시스웍,269620,K,주권매매거래정지기간변경              (개선기간 부여),20240513900754,코스닥시장본부,20240513,코
01188378,시스웍,269620,K,기타시장안내              (상장폐지관련 이의신청서 접수 및 개선기간 부여 ),20240513900750,코스닥시장본부,20240513,코
01060744,한솔제지,213500,Y,분기보고서 (2024.03),20240513000919,한솔제지,20240513,
00652423,인바이오젠,101140,Y,기타시장안내              (개선기간 부여),20240513800736,유가증권시장본부,20240513,유
00346610,시지메드텍,056090,K,기타시장안내              (개선계획 이행내역서 제출),20240513900752,코스닥시장본부,20240513,코
00660121,디에이테크놀로지,196490,K,소송등의판결ㆍ결정(일정금액이상의청구)              (채권압류 및 추심명령),20240513900746,디에이테크놀로지,20240513,코
00660121,디에이테크놀로지,196490,K,기타경영사항(자율공시)              (자사주 보유 현황 변동 관련),20240513900734,디에이테크놀로지,20240513,코
00113410,CJ대한통운,000120,Y,기업설명회(IR)개최(안내공시)              ,20240513800739,CJ대한통운,20240513,유
00164973,현대해상,001450,Y,[첨부정정]기업지배구조보고서공시              ,20240513800737,현대해상,20240513,유
00492706,씨싸이트,109670,K,분기보고서 (2024.03),20240513000908,씨싸이트,20240513,정
00113526,대한항공,003490,Y,주식등의대량보유상황보고서(일반),20240513000906,한진칼,20240513,정
01493793,코셈,360350,K,분기보고서 (2024.03),20240513000904,코셈,20240513,
01070149,올리패스,244460,K,주요사항보고서(소송등의제기),20240513000890,올리패스,20240513,
00959210,코츠테크놀로지,448710,K,기타경영사항(자율공시)              (신주인수권행사),20240513900723,코츠테크놀로지,20240513,코정
00378220,버킷스튜디오,066410,K,주요사항보고서(유형자산양도결정),20240513000881,버킷스튜디오,20240513,
00412348,LB세미콘,061970,K,분기보고서 (2024.03),20240513000898,LB세미콘,20240513,정
01011526,엔켐,348370,K,전환청구권행사              (제11회차),20240513900721,엔켐,20240513,코
00180865,디에이치엑스컴퍼니,031860,K,전환청구권행사              (제28회차),20240513900711,디에이치엑스컴퍼니,20240513,코
01201970,셀레스트라,352770,K,임원ㆍ주요주주특정증권등소유상황보고서,20240513000894,제노투자조합1,20240513,
00260408,팜스코,036580,Y,[기재정정]분기보고서 (2024.03),20240513000892,팜스코,20240513,
00347716,중앙첨단소재,051980,K,전환청구권행사              (제12회차),20240513900716,중앙첨단소재,20240513,코
01180118,코람코더원리츠,417310,Y,주주명부폐쇄기간또는기준일설정              ,20240513800717,코람코더원리츠,20240513,유
00103592,광동제약,009290,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20240513800715,광동제약,20240513,유
01492217,엑셀세라퓨틱스,373110,K,증권신고서(지분증권),20240513000886,엑셀세라퓨틱스,20240513,정
00261285,한국가스공사,036460,Y,소송등의제기ㆍ신청(일정금액이상의청구)              ,20240513800690,한국가스공사,20240513,유
00203290,콜마홀딩스,024720,Y,기업설명회(IR)개최(안내공시)              ,20240513800694,콜마홀딩스,20240513,유
01562589,LX홀딩스,383800,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20240513800693,LX홀딩스,20240513,유
00119672,두올,016740,Y,주식소각결정              ,20240513800689,두올,20240513,유
00119672,두올,016740,Y,주요사항보고서(자기주식처분결정),20240513000848,두올,20240513,
00625942,한솔아이원스,114810,K,분기보고서 (2024.03),20240513000880,한솔아이원스,20240513,
00109754,대림바스,005750,Y,분기보고서 (2024.03),20240513000870,대림바스,20240513,
01363818,롯데리츠,330590,Y,반기보고서 (2024.03),20240513000869,롯데리츠,20240513,
00449379,도이치모터스,067990,K,[기재정정]타인에대한채무보증결정              ,20240513900706,도이치모터스,20240513,코정
00103662,광명전기,017040,Y,주식등의대량보유상황보고서(일반),20240513000868,케이와이에이치홀딩스,20240513,정
00531014,유진테크,084370,K,분기보고서 (2024.03),20240513000864,유진테크,20240513,
01316254,HS효성첨단소재,298050,Y,분기보고서 (2024.03),20240513000863,HS효성첨단소재,20240513,정
01109690,도부,227420,N,주주명부폐쇄기간또는기준일설정              ,20240513600682,도부,20240513,넥
01109690,도부,227420,N,주주총회소집결의              ,20240513600681,도부,20240513,넥
01109690,도부,227420,N,대표이사변경              ,20240513600679,도부,20240513,넥
00119140,핸즈코퍼레이션,143210,Y,[기재정정]사업보고서 (2023.12),20240513000862,핸즈코퍼레이션,20240513,연
01201970,셀레스트라,352770,K,주식등의대량보유상황보고서(일반),20240513000861,제노투자조합1,20240513,
00305570,코스리거글로벌,043710,K,임원ㆍ주요주주특정증권등소유상황보고서,20240513000860,이재규,20240513,
00409140,이원컴포텍,088290,K,분기보고서 (2024.03),20240513000855,이원컴포텍,20240513,
00398668,휴비츠,065510,K,[기재정정]분기보고서 (2024.03),20240513000854,휴비츠,20240513,
00102432,계룡건설산업,013580,Y,[기재정정]단일판매ㆍ공급계약체결              ,20240513800684,계룡건설산업,20240513,유정
01244601,카카오페이,377300,Y,기업설명회(IR)개최(안내공시)              ,20240513800673,카카오페이,20240513,유
01244601,카카오페이,377300,Y,기업설명회(IR)개최(안내공시)              ,20240513800683,카카오페이,20240513,유
00297989,오르비텍,046120,K,전환사채(해외전환사채포함)발행후만기전사채취득              ,20240513900687,오르비텍,20240513,코
00268002,세종텔레콤,036630,K,주권매매거래정지해제              (감자 주권 변경상장),20240513900639,코스닥시장본부,20240513,코
01423837,모아데이타,288980,K,주요사항보고서(자기전환사채매도결정),20240513000851,모아데이타,20240513,정
00264547,KG이니시스,035600,K,분기보고서 (2024.03),20240513000849,KG이니시스,20240513,
00339391,한화시스템,272210,Y,분기보고서 (2024.03),20240513000847,한화시스템,20240513,
00474588,한중엔시에스,107640,K,[기재정정]증권신고서(지분증권),20240513000845,한중엔시에스,20240513,정
00111704,한화오션,042660,Y,분기보고서 (2024.03),20240513000844,한화오션,20240513,정
00117267,동양생명,082640,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20240513800630,동양생명,20240513,유정
00262266,삼현,437730,K,분기보고서 (2024.03),20240513000843,삼현,20240513,
00157636,케이피에프,024880,K,타인에대한채무보증결정              ,20240513900670,케이피에프,20240513,코
00112332,미래에셋생명,085620,Y,임원ㆍ주요주주특정증권등소유상황보고서,20240513000842,미래에셋자산운용,20240513,
00117267,동양생명,082640,Y,영업(잠정)실적(공정공시)              ,20240513800622,동양생명,20240513,유정
00106641,기아,000270,Y,특수관계인으로부터기타유가증권매수,20240513000841,기아,20240513,공
00203290,콜마홀딩스,024720,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20240513800632,콜마홀딩스,20240513,유
00117188,효성,004800,Y,동일인등출자계열회사와의상품ㆍ용역거래변경,20240513000838,효성,20240513,공
01405451,알체라,347860,K,주요사항보고서(자기주식처분결정),20240513000817,알체라,20240513,정
00547510,툴젠,199800,K,임원ㆍ주요주주특정증권등소유상황보고서,20240513000837,권순일,20240513,
01316245,효성중공업,298040,Y,동일인등출자계열회사와의상품ㆍ용역거래변경,20240513000836,효성중공업,20240513,공
00632793,전진바이오팜,110020,K,분기보고서 (2024.03),20240513000831,전진바이오팜,20240513,
01047840,미스터블루,207760,K,증권발행결과(자율공시)              ,20240513900647,미스터블루,20240513,코
00205003,좋은사람들,033340,K,분기보고서 (2024.03),20240513000826,좋은사람들,20240513,
01316245,효성중공업,298040,Y,분기보고서 (2024.03),20240513000825,효성중공업,20240513,정
00136271,신성이엔지,011930,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20240513800614,신성이엔지,20240513,유
01290248,스코넥,276040,K,기업설명회(IR)개최              ,20240513900634,스코넥,20240513,코
01316227,효성티앤씨,298020,Y,분기보고서 (2024.03),20240513000822,효성티앤씨,20240513,
01013694,인카금융서비스,211050,K,임원ㆍ주요주주특정증권등소유상황보고서,20240513000821,전승균,20240513,
00373571,스타코링크,060240,K,분기보고서 (2024.03),20240513000820,스타코링크,20240513,
00172936,동일산업,004890,Y,최대주주등소유주식변동신고서              ,20240513800635,동일산업,20240513,유
00838005,서진시스템,178320,K,기타주요경영사항              (회사분할결정 철회),20240513900607,서진시스템,20240513,코
00838005,서진시스템,178320,K,[기재정정]주요사항보고서(회사분할결정),20240513000775,서진시스템,20240513,
00444329,위메이드,112040,K,기업설명회(IR)개최              ,20240513900628,위메이드,20240513,코
00115612,동부건설,005960,Y,[기재정정]거래처와의거래중단              ,20240513800627,동부건설,20240513,유
00148531,제이스코홀딩스,023440,K,주식등의대량보유상황보고서(일반),20240513000814,캐디언스시스템,20240513,
01381984,SKAI,357880,K,[기재정정]사업보고서 (2023.12),20240513000813,SKAI,20240513,정연
00171636,한솔홀딩스,004150,Y,분기보고서 (2024.03),20240513000808,한솔홀딩스,20240513,
00230425,나노엔텍,039860,K,주요사항보고서(유상증자결정),20240513000751,나노엔텍,20240513,
01787072,유진스팩10호,468760,K,분기보고서 (2024.03),20240513000807,유진스팩10호,20240513,
00372688,티사이언티픽,057680,K,주식소각결정              ,20240513900570,티사이언티픽,20240513,코
01381984,SKAI,357880,K,[기재정정]사업보고서 (2022.12),20240513000805,SKAI,20240513,정연
01027794,브이원텍,251630,K,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20240513000803,브이원텍,20240513,
00799539,제노레이,122310,K,분기보고서 (2024.03),20240513000802,제노레이,20240513,
00365590,HLB생명과학,067630,K,[기재정정]투자설명서,20240513000801,HLB생명과학,20240513,정
00296290,키움증권,039490,Y,분기보고서 (2024.03),20240513000799,키움증권,20240513,
00963976,SG,255220,K,신탁계약에의한취득상황보고서,20240513000797,SG,20240513,
00855093,선진,136490,Y,분기보고서 (2024.03),20240513000793,선진,20240513,
01026157,쏘카,403550,Y,기업설명회(IR)개최(안내공시)              ,20240513800595,쏘카,20240513,유
01515864,넥스트칩,396270,K,전환가액의조정              (제1회차),20240513900518,넥스트칩,20240513,코
00203290,콜마홀딩스,024720,Y,영업(잠정)실적(공정공시)              ,20240513800576,콜마홀딩스,20240513,유
01368637,성원에너텍,340930,K,주식등의대량보유상황보고서(약식),20240513000790,티그리스투자조합48호,20240513,
01137903,디케이티,290550,K,전환청구권행사              ,20240513900594,디케이티,20240513,코
00963976,SG,255220,K,주식등의대량보유상황보고서(일반),20240513000786,박창호,20240513,
01138364,더핑크퐁컴퍼니,403850,K,분기보고서 (2024.03),20240513000785,더핑크퐁컴퍼니,20240513,
00858364,BNK금융지주,138930,Y,기업설명회(IR)개최(안내공시)              ,20240513800588,BNK금융지주,20240513,유
00631518,SK이노베이션,096770,Y,동일인등출자계열회사와의상품ㆍ용역거래변경,20240513000784,SK이노베이션,20240513,공
00487546,웰크론한텍,076080,K,[기재정정]단일판매ㆍ공급계약체결              ,20240513900577,웰크론한텍,20240513,코정
00619507,와이씨켐,112290,K,주식등의대량보유상황보고서(약식),20240513000781,케이앤투자파트너스,20240513,
00111999,대원제약,003220,Y,임원ㆍ주요주주특정증권등소유상황보고서,20240513000780,오준일,20240513,
00365590,HLB생명과학,067630,K,[기재정정]증권신고서(지분증권),20240513000779,HLB생명과학,20240513,정
00132637,동원시스템즈,014820,Y,분기보고서 (2024.03),20240513000776,동원시스템즈,20240513,
00694942,이미지스,115610,K,분기보고서 (2024.03),20240513000771,이미지스,20240513,
00632793,전진바이오팜,110020,K,소액공모실적보고서,20240513000770,전진바이오팜,20240513,
01031502,코아시아씨엠,196450,K,전환사채(해외전환사채포함)발행후만기전사채취득              (제9회차),20240513900452,코아시아씨엠,20240513,코
01526806,삼기에너지솔루션즈,419050,K,신주인수권행사가액의조정              (제2회차),20240513900556,삼기에너지솔루션즈,20240513,코
00162586,한올바이오파마,009420,Y,최대주주등소유주식변동신고서              ,20240513800572,한올바이오파마,20240513,유
01027794,브이원텍,251630,K,임시주주총회결과              ,20240513900456,브이원텍,20240513,코
00162586,한올바이오파마,009420,Y,임원ㆍ주요주주특정증권등소유상황보고서,20240513000767,안혜경,20240513,
00684802,에이플러스에셋,244920,Y,타법인주식및출자증권취득결정              ,20240513800557,에이플러스에셋,20240513,유
00778235,TS인베스트먼트,246690,K,분기보고서 (2024.03),20240513000760,TS인베스트먼트,20240513,
00162586,한올바이오파마,009420,Y,임원ㆍ주요주주특정증권등소유상황보고서,20240513000759,박승국,20240513,
00105101,INVENI,015360,Y,타법인주식및출자증권처분결정              ,20240513800555,INVENI,20240513,유정
00560849,에스앤디,260970,K,주주명부폐쇄기간또는기준일설정              ,20240513900544,에스앤디,20240513,코
