corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
01047707,포톤,208710,K,[첨부추가]타법인주식및출자증권취득결정              ,20250602900653,포톤,20250602,코
00120562,롯데지주,004990,Y,타법인주식및출자증권처분결정(자율공시)              ,20250602800895,롯데지주,20250602,유
00249441,씨씨에스,066790,K,소송등의판결ㆍ결정              (주주총회소집허가신청서-소취하),20250602900873,씨씨에스,20250602,코
00308896,셀피글로벌,068940,K,[기재정정]주주명부폐쇄기간또는기준일설정              ,20250602900864,셀피글로벌,20250602,코
00154329,TP,007980,Y,신탁계약해지결과보고서,20250602001384,TP,20250602,
00390860,대산F&B,065150,K,주권매매거래정지기간변경              (개선기간 부여),20250602900863,코스닥시장본부,20250602,코
00308896,셀피글로벌,068940,K,[기재정정]주주총회소집결의              (임시주주총회),20250602900862,셀피글로벌,20250602,코정
01182550,EDGC,245620,K,기타시장안내              (기업심사위원회 개최 결과 및 심의속개 결정 안내),20250602900858,코스닥시장본부,20250602,코
00103662,광명전기,017040,Y,투자판단관련주요경영사항              (최대주주 변경을 수반하는 주식양수도계약 체결),20250602800859,광명전기,20250602,유정
00258801,카카오,035720,Y,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(대표회사)],20250602001378,카카오,20250602,공정
00160047,한국앤컴퍼니,000240,Y,대규모기업집단현황공시[연1회(동일인용)],20250602001375,한국앤컴퍼니,20250602,공
00148540,CJ,001040,Y,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(대표회사)],20250602001374,CJ,20250602,공
00390860,대산F&B,065150,K,기타시장안내              (기업심사위원회 심의·의결 결과 및 개선기간 부여 안내),20250602900854,코스닥시장본부,20250602,코
01263527,카이노스메드,284620,K,단일판매ㆍ공급계약체결              ,20250602900851,카이노스메드,20250602,코정
00120562,롯데지주,004990,Y,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(대표회사)],20250602001372,롯데지주,20250602,공
00122737,팬오션,028670,Y,주식등의대량보유상황보고서(일반),20250602001368,하림지주,20250602,
00117188,효성,004800,Y,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(대표회사)],20250602001367,효성,20250602,공
00260408,팜스코,036580,Y,주식등의대량보유상황보고서(일반),20250602001363,하림지주,20250602,
