날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-10,916404311114,-110703747126,-1833954520513,1028253956525,0,KOSPI
2026-03-10,429844492946,-41384707789,13602096177,-402061881334,0,KOSDAQ
