날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-07,-939719802366,-20679558489,-294372102548,1254771463403,0,KOSPI
2026-01-07,-100261124532,-340411904596,183331131081,257341898047,0,KOSDAQ
