날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-24,968313589975,291001044467,726959037961,-1986273672403,0,KOSPI
2026-03-24,15818272995,22216168185,-211306174188,173271733008,0,KOSDAQ
