날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-05-29,2368782530707,78692098219,-1405413404417,-1042061224509,0,KOSPI
2026-05-29,-313984664761,-6859665179,309364036568,11480293372,0,KOSDAQ
