corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
00605522,소룩스,290690,K,[정정제출요구][첨부추가]증권신고서(합병),20240819000311,소룩스,20240819,정
00108241,농심,004370,Y,풍문또는보도에대한해명(미확정)              ,20240819800603,농심,20240819,유
00867034,듀켐바이오,176750,K,[기재정정]타법인주식및출자증권취득결정              ,20240819600582,듀켐바이오,20240819,넥
01430475,코람코라이프인프라리츠,357120,Y,[기재정정]증권신고서(집합투자증권-회사형)(주식회사코람코라이프인프라위탁관리부동산투자회사),20240819000318,코람코라이프인프라리츠,20240819,정
00867034,듀켐바이오,176750,K,[기재정정]주식매수선택권부여에관한신고,20240819000329,듀켐바이오,20240819,정
00317487,티에스넥스젠,043220,K,소액공모공시서류(지분증권),20240819000328,티에스넥스젠,20240819,정
01047707,포톤,208710,K,소속부변경              ,20240819900579,코스닥시장본부,20240819,코
00317487,티에스넥스젠,043220,K,주요사항보고서(유상증자결정),20240819000324,티에스넥스젠,20240819,정
01032486,두산밥캣,241560,Y,[기재정정]반기보고서 (2024.06),20240819000327,두산밥캣,20240819,
00306870,손오공,066910,K,불성실공시법인미지정              (지정유예),20240819900571,코스닥시장본부,20240819,코
01153293,제이엘케이,322510,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000326,김원태,20240819,
00346610,시지메드텍,056090,K,불성실공시법인지정              (공시변경 2건),20240819900573,코스닥시장본부,20240819,코
00660033,씨엔플러스,115530,K,전환가액의조정              (제7회차),20240819900570,씨엔플러스,20240819,코
01854763,HS효성,487570,Y,투자판단관련주요경영사항              ,20240819800544,HS효성,20240819,유
00660033,씨엔플러스,115530,K,전환가액의조정              (제8회차),20240819900565,씨엔플러스,20240819,코
01854763,HS효성,487570,Y,최대주주등소유주식변동신고서(최대주주변경시)              ,20240819800574,HS효성,20240819,유
00122737,팬오션,028670,Y,주식등의대량보유상황보고서(일반),20240819000325,하림지주,20240819,
01854763,HS효성,487570,Y,최대주주변경              ,20240819800542,HS효성,20240819,유
00308896,셀피글로벌,068940,K,주주총회소집공고,20240819000322,셀피글로벌,20240819,
00308896,셀피글로벌,068940,K,[기재정정]주주총회소집결의              (임시주주총회),20240819900562,셀피글로벌,20240819,코
00867034,듀켐바이오,176750,K,[기재정정]주식매수선택권부여에관한신고,20240819000321,듀켐바이오,20240819,정
00593032,LF,093050,Y,[기재정정]주요사항보고서(자기주식취득결정),20240819000305,LF,20240819,
00136721,신영증권,001720,Y,투자설명서(일괄신고),20240819000320,신영증권,20240819,
00348034,액토즈소프트,052790,K,소송등의판결ㆍ결정(일정금액이상의청구)              ,20240819900557,액토즈소프트,20240819,코
00136721,신영증권,001720,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20240819000319,신영증권,20240819,
01175499,큐에이드,377460,K,[기재정정]회생절차개시결정              ,20240819900553,큐에이드,20240819,코정
00115612,동부건설,005960,Y,[기재정정]단일판매ㆍ공급계약체결              ,20240819800530,동부건설,20240819,유정
00244747,파크시스템스,140860,K,기업설명회(IR)개최              ,20240819900554,파크시스템스,20240819,코
01228515,앱튼,270520,K,주요사항보고서(전환사채권발행결정),20240819000309,앱튼,20240819,정
01228515,앱튼,270520,K,주요사항보고서(전환사채권발행결정),20240819000301,앱튼,20240819,정
01284876,인스피언,465480,K,증권신고서(지분증권),20240819000315,인스피언,20240819,정
00152862,코오롱,002020,Y,단일판매ㆍ공급계약체결(자회사의 주요경영사항)              ,20240819800537,코오롱,20240819,유
00867034,듀켐바이오,176750,K,[기재정정]주식매수선택권부여에관한신고,20240819000313,듀켐바이오,20240819,정
00200275,YTN,040300,K,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20240819000312,YTN,20240819,
01336762,스피어,347700,K,[기재정정]주주총회소집결의              ,20240819900539,스피어,20240819,코
00144650,유신,054930,K,불성실공시법인지정예고              (공시불이행 3건),20240819900535,코스닥시장본부,20240819,코
01292291,파두,440110,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000310,홍건영,20240819,
01669226,한화리츠,451800,Y,[기재정정]주요사항보고서(유형자산양수결정),20240819000272,한화리츠,20240819,
00231691,판타지오,032800,K,전환가액의조정              (제7회차),20240819900503,판타지오,20240819,코
00995993,DXVX,180400,K,[기재정정]증권신고서(지분증권),20240819000308,DXVX,20240819,정
01292291,파두,440110,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000306,정상용,20240819,
00152880,코오롱글로벌,003070,Y,단일판매ㆍ공급계약체결              ,20240819800502,코오롱글로벌,20240819,유
00164724,현대엘리베이터,017800,Y,최대주주등소유주식변동신고서              ,20240819800532,현대엘리베이터,20240819,유
01292291,파두,440110,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000304,윤종윤,20240819,
00117337,동양,001520,Y,타법인주식및출자증권취득결정              ,20240819800511,동양,20240819,유
01292291,파두,440110,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000302,박상현,20240819,
01514698,엑스플러스,373200,K,임시주주총회결과              ,20240819900482,엑스플러스,20240819,코
00124540,대우건설,047040,Y,[기재정정]타인에대한채무보증결정              ,20240819800526,대우건설,20240819,유
00513948,녹십자엠에스,142280,K,전환청구권행사              ,20240819900524,녹십자엠에스,20240819,코정
01292291,파두,440110,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000300,박범진,20240819,
00111111,대양금속,009190,Y,[기재정정]주요사항보고서(자기전환사채매도결정),20240819000299,대양금속,20240819,
00116949,DN오토모티브,007340,Y,불성실공시법인지정예고              ,20240819800497,유가증권시장본부,20240819,유
00363510,제이케이시냅스,060230,K,전환사채(해외전환사채포함)발행후만기전사채취득              ,20240819900519,제이케이시냅스,20240819,코
01405451,알체라,347860,K,[첨부정정]반기보고서 (2024.06),20240819000298,알체라,20240819,
00373571,스타코링크,060240,K,[첨부정정]주요사항보고서(회사합병결정),20240819000292,스타코링크,20240819,
00159971,KC그린홀딩스,009440,Y,타법인주식및출자증권취득결정(자회사의 주요경영사항)              ,20240819800504,KC그린홀딩스,20240819,유
01226270,스톰테크,352090,K,[첨부정정]주요사항보고서(무상증자결정),20240819000287,스톰테크,20240819,
01292291,파두,440110,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000297,나경석,20240819,
00117337,동양,001520,Y,[기재정정]채무인수결정              ,20240819800515,동양,20240819,유정
01292291,파두,440110,K,주식등의대량보유상황보고서(일반),20240819000294,남이현,20240819,
00125974,삼부토건,001470,Y,최대주주등소유주식변동신고서              ,20240819800509,삼부토건,20240819,유
00117337,동양,001520,Y,유상증자결정(종속회사의주요경영사항)              ,20240819800500,동양,20240819,유
00125974,삼부토건,001470,Y,[기재정정]투자판단관련주요경영사항              ,20240819800456,삼부토건,20240819,유정
00151395,천일고속,000650,Y,주식등의대량보유상황보고서(일반),20240819000286,박도현,20240819,
00143226,엠투엔,033310,K,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,20240819900486,엠투엔,20240819,코정
00135917,한화손해보험,000370,Y,증권신고서(채무증권),20240819000285,한화손해보험,20240819,정
00232007,상지건설,042940,K,[기재정정]채무인수결정              ,20240819900495,상지건설,20240819,코
00480455,STX엔진,077970,Y,주식등의대량보유상황보고서(일반),20240819000284,유암코기업리바운스제팔차기업재무안정사모투자,20240819,
01226270,스톰테크,352090,K,[기재정정]반기보고서 (2024.06),20240819000283,스톰테크,20240819,
01137383,카카오게임즈,293490,K,증권발행결과(자율공시)              ,20240819900492,카카오게임즈,20240819,코
00620868,아이티센글로벌,124500,K,[기재정정]반기보고서 (2024.06),20240819000282,아이티센글로벌,20240819,
00181712,SK,034730,Y,증권신고서(채무증권),20240819000281,SK,20240819,정
01226270,스톰테크,352090,K,[기재정정]분기보고서 (2024.03),20240819000280,스톰테크,20240819,
00159971,KC그린홀딩스,009440,Y,사채원리금미지급발생              ,20240819800460,KC그린홀딩스,20240819,유정
00346911,아이톡시,052770,K,[기재정정]불성실공시법인지정예고              (공시변경),20240819900474,코스닥시장본부,20240819,코
01047707,포톤,208710,K,증권발행결과(자율공시)              (제3자배정 유상증자),20240819900451,포톤,20240819,코
01263527,카이노스메드,284620,K,"투자판단관련주요경영사항(임상시험계획자진취하등)              (다계통위축증(Multiple System Atrophy) 병리적 진행악화를 늦추기 위한 ‘KM-819’ 치료의 유효성 및 안전성평가 목적의 무작위, 이중맹검, 위약 대조 비교 2상 임상시험 자진 취하)",20240819900459,카이노스메드,20240819,코
00136271,신성이엔지,011930,Y,단일판매ㆍ공급계약체결(자율공시)              ,20240819800465,신성이엔지,20240819,유
00480455,STX엔진,077970,Y,임원ㆍ주요주주특정증권등소유상황보고서,20240819000279,유암코기업리바운스제팔차기업재무안정사모투자,20240819,
00416414,넥스턴앤롤코리아,089140,K,전환가액의조정              ,20240819900480,넥스턴앤롤코리아,20240819,코
01335453,조이웍스앤코,309930,K,전환가액의조정              ,20240819900478,조이웍스앤코,20240819,코
00769158,케이엔제이,272110,K,주식등의대량보유상황보고서(일반),20240819000275,심호섭,20240819,
01293485,제닉스로보틱스,381620,K,증권신고서(지분증권),20240819000273,제닉스로보틱스,20240819,정
00136086,무림페이퍼,009200,Y,주식등의대량보유상황보고서(일반),20240819000271,이동욱,20240819,
01049167,롤링스톤,214610,K,주주명부폐쇄기간또는기준일설정              ,20240819900470,롤링스톤,20240819,코
01555215,스마트레이더시스템,424960,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000270,이상용,20240819,
01049167,롤링스톤,214610,K,주주총회소집결의              ,20240819900446,롤링스톤,20240819,코정
00769158,케이엔제이,272110,K,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,20240819900453,케이엔제이,20240819,코정
01405451,알체라,347860,K,[첨부정정]반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함)              ,20240819900452,알체라,20240819,코
00400121,유아이디,069330,K,소속부변경              ,20240819900449,코스닥시장본부,20240819,코
00136086,무림페이퍼,009200,Y,최대주주등소유주식변동신고서              ,20240819800457,무림페이퍼,20240819,유
00896753,에코글로우,159910,K,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20240819000268,에코글로우,20240819,
00129420,까뮤이앤씨,013700,Y,주식등의대량보유상황보고서(일반),20240819000267,베이스,20240819,
01555215,스마트레이더시스템,424960,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000266,박종준,20240819,
00299464,초록뱀미디어,047820,K,본점소재지변경              ,20240819900423,초록뱀미디어,20240819,코
00105466,KCC건설,021320,K,[기재정정]단일판매ㆍ공급계약체결              ,20240819900422,KCC건설,20240819,코정
01381984,SKAI,357880,K,[기재정정]증권신고서(지분증권),20240819000264,SKAI,20240819,정
00128032,삼일제약,000520,Y,전환가액ㆍ신주인수권행사가액ㆍ교환가액의조정(안내공시)              ,20240819800443,삼일제약,20240819,유
01049167,롤링스톤,214610,K,최대주주변경을수반하는주식양수도계약체결              ,20240819900408,롤링스톤,20240819,코
00527491,하이드로리튬,101670,K,주식등의대량보유상황보고서(일반),20240819000263,리튬플러스,20240819,
00552992,진매트릭스,109820,K,조회공시요구(현저한시황변동)              ,20240819900421,코스닥시장본부,20240819,코
01061497,FSN,214270,K,전환가액의조정              ,20240819900424,FSN,20240819,코
00269241,주연테크,044380,Y,주요사항보고서(유상증자결정),20240819000256,주연테크,20240819,정
01423837,모아데이타,288980,K,신주인수권행사가액의조정              (제8회차),20240819900407,모아데이타,20240819,코
00838005,서진시스템,178320,K,주식등의대량보유상황보고서(약식),20240819000259,네오솔루션즈,20240819,
00870481,에코캡,128540,K,주식등의대량보유상황보고서(일반),20240819000258,최영천,20240819,
00133335,성창기업지주,000180,Y,불성실공시법인지정              ,20240819800392,유가증권시장본부,20240819,유
00216762,한양이엔지,045100,K,[기재정정]반기보고서 (2024.06),20240819000257,한양이엔지,20240819,
00808068,앤로보틱스,138360,K,단일판매ㆍ공급계약체결              ,20240819900409,앤로보틱스,20240819,코정
00963976,SG,255220,K,신주인수권행사              ,20240819900410,SG,20240819,코
00155586,HLB이노베이션,024850,K,전환청구권행사              (제1회차),20240819900377,HLB이노베이션,20240819,코
01555215,스마트레이더시스템,424960,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000254,정윤권,20240819,
00519252,THE E&M,089230,K,"전환가액의조정              (제11회차, 제15회차)",20240819900395,THE E&M,20240819,코
00137359,신풍제약,019170,Y,[기재정정]반기보고서 (2024.06),20240819000253,신풍제약,20240819,
00113058,한화생명,088350,Y,임원ㆍ주요주주특정증권등소유상황보고서,20240819000251,이한샘,20240819,
00476036,에프엔에스테크,083500,K,[기재정정]단일판매ㆍ공급계약체결              ,20240819900330,에프엔에스테크,20240819,코
00618410,KS인더스트리,101000,K,[기재정정]주요사항보고서(유상증자결정),20240819000213,KS인더스트리,20240819,
00650771,하이젠알앤엠,160190,K,반기보고서 (2024.06),20240819000250,하이젠알앤엠,20240819,
01316236,효성화학,298000,Y,타인에대한채무보증결정              ,20240819800356,효성화학,20240819,유
01051472,젠큐릭스,229000,K,기업설명회(IR)개최              ,20240819900391,젠큐릭스,20240819,코
01065013,우정바이오,215380,K,기타경영사항(자율공시)              (전환우선주의 보통주 전환청구),20240819900357,우정바이오,20240819,코
00860332,메리츠금융지주,138040,Y,최대주주등소유주식변동신고서              ,20240819800382,메리츠금융지주,20240819,유
00174527,HS화성,002460,Y,자기주식처분결과보고서,20240819000248,HS화성,20240819,
00593032,LF,093050,Y,주요사항보고서(자기주식취득결정),20240819000217,LF,20240819,정
00164812,현대코퍼레이션,011760,Y,타인에대한채무보증결정              ,20240819800371,현대코퍼레이션,20240819,유
00164812,현대코퍼레이션,011760,Y,타인에대한채무보증결정              ,20240819800368,현대코퍼레이션,20240819,유
00626464,지엔씨에너지,119850,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000247,안병철,20240819,
00104856,삼성증권,016360,Y,기업설명회(IR)개최(안내공시)              ,20240819800366,삼성증권,20240819,유
00860332,메리츠금융지주,138040,Y,주식등의대량보유상황보고서(일반),20240819000246,조정호,20240819,
00626464,지엔씨에너지,119850,K,주식등의대량보유상황보고서(일반),20240819000245,안병철,20240819,
00406046,HD현대마린엔진,071970,Y,주식등의대량보유상황보고서(일반),20240819000244,HD한국조선해양,20240819,
00164812,현대코퍼레이션,011760,Y,타인에대한채무보증결정              ,20240819800358,현대코퍼레이션,20240819,유
00109587,대륙제관,004780,K,사외이사의선임ㆍ해임또는중도퇴임에관한신고,20240819000242,대륙제관,20240819,
00860332,메리츠금융지주,138040,Y,임원ㆍ주요주주특정증권등소유상황보고서,20240819000241,김종민,20240819,
00606664,케이엔더블유,105330,K,전환가액의조정              ,20240819900351,케이엔더블유,20240819,코
01110678,유틸렉스,263050,K,[기재정정]분기보고서 (2024.03),20240819000240,유틸렉스,20240819,
00210856,코아스,071950,Y,[기재정정]주요사항보고서(전환사채권발행결정),20240819000212,코아스,20240819,정
01205842,HD건설기계,267270,Y,신탁계약해지결과보고서,20240819000238,HD건설기계,20240819,
00210856,코아스,071950,Y,[기재정정]주요사항보고서(전환사채권발행결정),20240819000216,코아스,20240819,정
01516890,E8,418620,K,기업설명회(IR)개최              ,20240819900332,E8,20240819,코
00130772,SBS,034120,Y,증권신고서(채무증권),20240819000236,SBS,20240819,정
01204056,하이브,352820,Y,[기재정정]반기보고서 (2024.06),20240819000234,하이브,20240819,
00366438,산일전기,062040,Y,임원ㆍ주요주주특정증권등소유상황보고서,20240819000228,백성규,20240819,
00803425,코리아에프티,123410,K,기업설명회(IR)개최              ,20240819900340,코리아에프티,20240819,코
00121686,엠케이전자,033160,K,전환사채(해외전환사채포함)발행후만기전사채취득              ,20240819900336,엠케이전자,20240819,코
01381984,SKAI,357880,K,[기재정정]주요사항보고서(유무상증자결정),20240819000206,SKAI,20240819,정
00173032,동화기업,025900,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000224,승지수,20240819,
00121686,엠케이전자,033160,K,전환사채(해외전환사채포함)발행후만기전사채취득              ,20240819900331,엠케이전자,20240819,코
01205842,HD건설기계,267270,Y,주요사항보고서(자기주식취득신탁계약해지결정),20240819000208,HD건설기계,20240819,
00664181,인텔리안테크,189300,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000223,김현수,20240819,
00121686,엠케이전자,033160,K,교환사채(해외교환사채포함)발행후만기전사채취득              ,20240819900328,엠케이전자,20240819,코
00173032,동화기업,025900,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000222,승지용,20240819,
00176914,다우기술,023590,Y,주식등의대량보유상황보고서(일반),20240819000221,다우데이타,20240819,
01110678,유틸렉스,263050,K,[기재정정]사업보고서 (2023.12),20240819000219,유틸렉스,20240819,연
00523176,광동헬스바이오,086220,N,주식등의대량보유상황보고서(약식),20240819000215,비엘팜텍,20240819,
01160363,에코프로비엠,247540,K,주식등의대량보유상황보고서(일반),20240819000214,에코프로,20240819,
00155124,평화홀딩스,010770,Y,타인에대한채무보증결정(자회사의 주요경영사항)              ,20240819800309,평화홀딩스,20240819,유
01250374,에스에스알,275630,K,주식등의대량보유상황보고서(일반),20240819000210,지란지교시큐리티,20240819,
01091054,쎄노텍,222420,K,전환사채(해외전환사채포함)발행후만기전사채취득              ,20240819900302,쎄노텍,20240819,코
00162461,한화솔루션,009830,Y,임원ㆍ주요주주특정증권등소유상황보고서,20240819000207,문성현,20240819,
00219848,서희건설,035890,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000205,애플이엔씨,20240819,
01110678,유틸렉스,263050,K,[기재정정]사업보고서 (2022.12),20240819000204,유틸렉스,20240819,연
01251489,라온피플,300120,K,전환가액의조정              ,20240819900294,라온피플,20240819,코
00490151,파트론,091700,K,주요사항보고서(자기주식취득결정),20240819000197,파트론,20240819,
00618410,KS인더스트리,101000,K,[기재정정]주주총회소집공고,20240819000201,KS인더스트리,20240819,
00688996,KB금융,105560,Y,기업설명회(IR)개최(안내공시)              ,20240819800289,KB금융,20240819,유
01263022,BGF리테일,282330,Y,기업설명회(IR)개최(안내공시)              ,20240819800278,BGF리테일,20240819,유
00551920,네오팜,092730,K,기업설명회(IR)개최              ,20240819900283,네오팜,20240819,코
00605124,알파칩스,117670,K,[기재정정]반기보고서 (2024.06),20240819000194,알파칩스,20240819,
00580199,메디톡스,086900,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000193,이재철,20240819,
01368637,성원에너텍,340930,K,전환사채(해외전환사채포함)발행후만기전사채취득              ,20240819900277,성원에너텍,20240819,코
00828497,한미약품,128940,Y,주식등의대량보유상황보고서(약식),20240819000190,국민연금공단,20240819,
01327746,보로노이,310210,K,기업설명회(IR)개최              ,20240819900259,보로노이,20240819,코
00219097,BGF,027410,Y,기업설명회(IR)개최(안내공시)              ,20240819800275,BGF,20240819,유
00401731,LG전자,066570,Y,주식등의대량보유상황보고서(약식),20240819000187,국민연금공단,20240819,
01575361,세븐브로이맥주,267080,N,주주명부폐쇄기간또는기준일설정              ,20240819600265,세븐브로이맥주,20240819,넥
00356361,LG화학,051910,Y,주식등의대량보유상황보고서(약식),20240819000186,국민연금공단,20240819,
01575361,세븐브로이맥주,267080,N,주주총회소집결의              ,20240819600263,세븐브로이맥주,20240819,넥
00111704,한화오션,042660,Y,주식등의대량보유상황보고서(약식),20240819000184,국민연금공단,20240819,
00140955,한솔케미칼,014680,Y,주식등의대량보유상황보고서(약식),20240819000183,국민연금공단,20240819,
00106623,현대위아,011210,Y,주식등의대량보유상황보고서(약식),20240819000182,국민연금공단,20240819,
00165680,호텔신라,008770,Y,주식등의대량보유상황보고서(약식),20240819000177,국민연금공단,20240819,
01008762,데브시스터즈,194480,K,임원ㆍ주요주주특정증권등소유상황보고서,20240819000176,컴투스,20240819,
00357740,NHN KCP,060250,K,주식등의대량보유상황보고서(약식),20240819000173,JPMorganAssetManagement(AsiaPacific)Limited,20240819,
00615723,알엔티엑스,123010,K,주식등의대량보유상황보고서(약식),20240819000172,아이비케이캐피탈,20240819,
00670340,씨에스윈드,112610,Y,기업설명회(IR)개최(안내공시)              ,20240819800251,씨에스윈드,20240819,유
00415868,펩트론,087010,K,신규시설투자등              ,20240819900248,펩트론,20240819,코정
00670340,씨에스윈드,112610,Y,기업설명회(IR)개최(안내공시)              ,20240819800247,씨에스윈드,20240819,유
01008762,데브시스터즈,194480,K,주식등의대량보유상황보고서(약식),20240819000169,컴투스,20240819,
01540815,스튜디오삼익,415380,K,주주명부폐쇄기간또는기준일설정              ,20240819900243,스튜디오삼익,20240819,코
01540815,스튜디오삼익,415380,K,주주총회소집결의              ,20240819900241,스튜디오삼익,20240819,코
00303217,우진플라임,049800,Y,기업설명회(IR)개최(안내공시)              ,20240819800244,우진플라임,20240819,유
00173944,우진,105840,Y,기업설명회(IR)개최(안내공시)              ,20240819800240,우진,20240819,유
00178754,동아지질,028100,Y,[기재정정]단일판매ㆍ공급계약체결              ,20240819800234,동아지질,20240819,유정
00105271,케이씨씨,002380,Y,기업설명회(IR)개최(안내공시)              ,20240819800239,케이씨씨,20240819,유
00544452,이리츠코크렙,088260,Y,임시주주총회결과              ,20240819800227,이리츠코크렙,20240819,유
00225742,LS마린솔루션,060370,K,대표이사변경              ,20240819900224,LS마린솔루션,20240819,코
01030503,우진엔텍,457550,K,기업설명회(IR)개최              ,20240819900220,우진엔텍,20240819,코
00352499,링네트,042500,K,주요사항보고서(자기주식취득신탁계약체결결정),20240819000136,링네트,20240819,정
00136721,신영증권,001720,Y,[기재정정]투자설명서(일괄신고),20240819000157,신영증권,20240819,
