날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-02-02,-2212550033243,141910978585,4587422032159,-2516782977501,0,KOSPI
2026-02-02,-548442128765,-74992312902,212660547599,410773894068,0,KOSDAQ
