날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-04-14,1254458601698,309787723999,-2391883308222,827636982525,0,KOSPI
2026-04-14,-128779690244,19122410592,116023220041,-6365940389,0,KOSDAQ
