날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-09-03,914345120731,-615293518,-955168464632,41438637419,0,KOSPI
2026-09-03,-183756582988,-2980154601,294972932242,-108236194653,0,KOSDAQ
