날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-19,-664895639966,129366833885,2411569384552,-1876040578471,0,KOSPI
2026-03-19,-261166152679,-40275448878,501792423371,-200350821814,0,KOSDAQ
