날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-12,527900780018,-172216764557,-3191075700212,2835391684751,0,KOSPI
2026-08-12,-145888401301,-4593988390,312742958431,-162260568740,0,KOSDAQ
