날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-05-06,-2289423705027,-247620290073,-571460160923,3108504156023,0,KOSPI
2026-05-06,-543499618714,-5555108609,610511520479,-61456793156,0,KOSDAQ
