날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-02,-247657510168,41918325411,-425191162424,630930347181,0,KOSPI
2026-01-02,84486477197,-6324563861,-182537717977,104375804641,0,KOSDAQ
