날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-14,-1029822538789,-26857976409,-1982030091838,3038710607036,0,KOSPI
2026-08-14,-252422648847,3799467905,314485787967,-65862607025,0,KOSDAQ
