날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-23,478962766496,101154489399,-723937500239,143820244344,0,KOSPI
2026-01-23,973521140118,-42799249194,-1035962923505,105241032581,0,KOSDAQ
