날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-07,585372759153,12199039117,267529553591,-865101351861,0,KOSPI
2026-08-07,-104446512036,16516720649,340161122643,-252231331256,0,KOSDAQ
