티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4620.0,70335.0,322941669.0,1.43,651420.0,0.2,-9841.0,-45260650.0,15257.0,69998395.0,-5010.0,-22875015.0,-134.0,-619275.0,7334.0,33710740.0,-138.0,-636135.0,0.0,0.0,-12078.0,-55358120.0,6.0,27775.0,-325.0,-1491750.0,-81.0,-370980.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8080.0,12868.0,104560980.0,-1.58,4108080.0,3.93,-3482.0,-28349795.0,-373.0,-3032075.0,4035.0,32856570.0,4046.0,32945510.0,0.0,0.0,-5.0,-40400.0,0.0,0.0,0.0,0.0,-6.0,-48540.0,100.0,796120.0,-280.0,-2270820.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,3775.0,52755.0,197787909.0,1.89,7866200.0,3.98,-9332.0,-34845002.0,15377.0,57555310.0,-5174.0,-19460958.0,-1376.0,-5218500.0,216.0,811135.0,-145.0,-544783.0,-914.0,-3425339.0,-2970.0,-11140411.0,15.0,56940.0,-271.0,-1005350.0,-600.0,-2244000.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,103400.0,54217.0,5620813880.0,1.08,521947200.0,8.51,-8300.0,-861982800.0,16820.0,1744867550.0,-8599.0,-891029250.0,826.0,86030750.0,-1206.0,-124834050.0,-6310.0,-654213300.0,0.0,0.0,-1865.0,-193437950.0,-44.0,-4574700.0,79.0,8144500.0,0.0,0.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,15300.0,726741.0,11107636480.0,-0.2,1563444320.0,12.6,-29666.0,-462196915.0,87976.0,1348400235.0,-49685.0,-753245470.0,52104.0,796538120.0,-23453.0,-357979415.0,-61298.0,-934528840.0,0.0,0.0,-44315.0,-674584195.0,-18424.0,-280992940.0,-8647.0,-133293460.0,22.0,335610.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",39500.0,3163.0,126014350.0,-0.75,3821700.0,2.54,1702.0,67796500.0,-2134.0,-85086650.0,221.0,8912100.0,96.0,3896950.0,0.0,0.0,-278.0,-11049750.0,0.0,0.0,0.0,0.0,403.0,16064900.0,210.0,8338150.0,1.0,39900.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,23250.0,462.0,10657150.0,0.0,0.0,0.0,7.0,161950.0,-7.0,-162250.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,179200.0,148653.0,26900564000.0,2.81,489429500.0,1.36,-62123.0,-11258032150.0,53894.0,9766977800.0,10653.0,1927474300.0,-2858.0,-527034900.0,2450.0,445289850.0,3828.0,695213450.0,0.0,0.0,-1376.0,-250108200.0,8639.0,1569524500.0,-2161.0,-388187100.0,-263.0,-48232850.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5820.0,260319.0,1512876285.0,0.0,180896900.0,11.96,52555.0,304685785.0,-37115.0,-214733080.0,-16030.0,-93388355.0,-6467.0,-37760855.0,244.0,1413820.0,-973.0,-5659490.0,0.0,0.0,0.0,0.0,-8834.0,-51381830.0,500.0,2915000.0,90.0,520650.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,157000.0,11300.0,1774153800.0,2.68,2512100.0,0.14,-2513.0,-394697900.0,3869.0,608115600.0,-1340.0,-210928300.0,-951.0,-150162200.0,1.0,156000.0,-319.0,-49784700.0,0.0,0.0,0.0,0.0,-71.0,-11137400.0,-16.0,-2489400.0,0.0,0.0,0.0,0.0,0.0
