티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5290.0,534005.0,2797079335.0,0.38,2303340.0,0.08,-142493.0,-740185895.0,136221.0,707858905.0,-2533.0,-12371940.0,288.0,2482980.0,-611.0,-3183800.0,2.0,10130.0,0.0,0.0,-2177.0,-11496100.0,-35.0,-185150.0,8779.0,44563070.0,26.0,135860.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7740.0,26379.0,202069905.0,-0.51,681120.0,0.34,887.0,7011920.0,23.0,146590.0,-930.0,-7276500.0,-923.0,-7222320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-54180.0,0.0,-35600.0,20.0,153590.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4080.0,185210.0,750449855.0,-1.21,7853430.0,1.05,15723.0,63092770.0,-12708.0,-50777600.0,-1910.0,-7886095.0,1604.0,6386075.0,0.0,0.0,-118.0,-481550.0,-958.0,-3881485.0,-2370.0,-9631695.0,-68.0,-277440.0,0.0,-1240.0,-1105.0,-4427835.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,122400.0,46943.0,5720469430.0,-0.73,648606250.0,10.78,-2541.0,-308976650.0,3178.0,385256850.0,-290.0,-34209300.0,-131.0,-15075600.0,-330.0,-40051950.0,160.0,19552550.0,0.0,0.0,4.0,483800.0,7.0,881900.0,-347.0,-42070900.0,0.0,0.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,18500.0,1483254.0,27014855100.0,3.87,4885883555.0,15.65,-251449.0,-4622084560.0,-349233.0,-6400081960.0,597706.0,10971261045.0,89093.0,1645417025.0,32708.0,599998055.0,155470.0,2844337765.0,41606.0,764642850.0,183905.0,3370804845.0,93020.0,1711024505.0,4163.0,72183805.0,-1187.0,-21278330.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",47500.0,62855.0,2995346825.0,-14.87,4270200.0,0.11,14966.0,706166125.0,-5309.0,-254315750.0,-10067.0,-471576975.0,56.0,2857825.0,0.0,0.0,0.0,0.0,0.0,0.0,-123.0,-5758975.0,-10000.0,-468675825.0,478.0,22929850.0,-68.0,-3203250.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,24750.0,14088.0,345240625.0,-9.01,3010350.0,0.87,-952.0,-23221725.0,644.0,15642475.0,199.0,4940250.0,199.0,4940250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12600.0,109.0,2651600.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,208000.0,133244.0,27695890500.0,-1.19,2220582500.0,6.95,-9001.0,-1898358500.0,-8484.0,-1782063250.0,15589.0,3284811750.0,-1284.0,-256079250.0,1307.0,276969250.0,1675.0,352420250.0,0.0,0.0,-4717.0,-974671500.0,18393.0,3841052000.0,1797.0,374867500.0,99.0,20742500.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5930.0,464825.0,2744528310.0,-0.17,190887600.0,6.96,-95851.0,-570746850.0,118403.0,704908930.0,-23887.0,-141969390.0,1421.0,7619180.0,-604.0,-3566180.0,-145.0,-859820.0,0.0,0.0,-24497.0,-144794910.0,-62.0,-367660.0,1500.0,8765000.0,-165.0,-957690.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,174000.0,9555.0,1642140100.0,-0.29,5318700.0,0.32,-1408.0,-248203900.0,-1966.0,-335512300.0,3356.0,580704000.0,2204.0,381143300.0,327.0,56664300.0,153.0,26547100.0,0.0,0.0,400.0,69292400.0,272.0,47056900.0,18.0,3012200.0,0.0,0.0,0.0,0.0,0.0
