날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-20,-1026015603868,32333759306,2233843409079,-1240161564517,0,KOSPI
2026-03-20,-94188630866,-23443451951,-117057500808,234689583625,0,KOSDAQ
