날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-13,683411217345,-52588536047,-2741033003861,2110210322563,0,KOSPI
2026-08-13,-113237032411,-7096442377,256541341826,-136207867038,0,KOSDAQ
