날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-07-21,1374442420812,-27547281905,-1642051190963,295156052056,0,KOSPI
2026-07-21,-12859838351,1445883807,147384578869,-135970624325,0,KOSDAQ
