날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-07-24,-1951440805082,41549288602,5178227576349,-3268336059869,0,KOSPI
2026-07-24,-358044134298,1407082999,488134494186,-131497442887,0,KOSDAQ
