Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,5523598.0,59981827280.0,3456184771.0,63256.0,-2613425266.0,-188077.0,-4121628593.0,101143.0,6582604809.0,1893.0,-2558831892.0,1565.0,312774558.0,32651.0,2717245465.0,6044.0,246114750.0,24083.0,4836674150.0,34906.0,1028492278.0,9138.0,178987189.0,14540.0,-26538139.0,23
1차 철강 제조업,6874636.0,146739162069.0,10414761254.0,468138.0,18834403769.0,-405932.0,-138623360.0,-13697.0,-18833449586.0,8013.0,99868674.0,8078.0,53833465.0,12058.0,-5760692795.0,-6167.0,-81304025.0,-45990.0,-12431921865.0,9647.0,-621708465.0,45361.0,300462827.0,-93870.0,-162793650.0,61
ETF,12850030.0,340842023364.0,0.0,64707.0,9371308294.0,-514392.0,-2345572638.0,496763.0,-8765846491.0,-1113549.0,-32907509132.0,4920.0,-158943445.0,1501736.0,17977801202.0,71276.0,5978263957.0,-1351.0,-37918618.0,32758.0,272408585.0,-47821.0,1663461645.0,743.0,76649190.0,7
가구 제조업,5345749.0,11698377438.0,14984141.0,-12971.0,12578322.0,30644.0,170312800.0,1766.0,6715934.0,1618.0,3738828.0,31.0,785450.0,-1.0,-40810.0,0.0,0.0,0.0,0.0,118.0,2232466.0,-29595.0,-208593226.0,10156.0,18986170.0,9
가전제품 및 정보통신장비 소매업,18318.0,109010030.0,872875.0,-1350.0,-9126875.0,1794.0,11836225.0,-544.0,-3335350.0,-572.0,-3509510.0,0.0,0.0,1.0,6190.0,0.0,0.0,0.0,0.0,27.0,167970.0,0.0,0.0,100.0,626000.0,2
가정용 기기 제조업,17140958.0,114282788670.0,1640752746.0,281682.0,2430357057.0,-329984.0,-4492348127.0,16021.0,1184401854.0,-6959.0,-321543566.0,65.0,4284800.0,1471.0,95780310.0,0.0,0.0,8100.0,532668700.0,13344.0,873211610.0,38957.0,880069679.0,-6676.0,-2480463.0,9
"가죽, 가방 및 유사제품 제조업",483373.0,5590489850.0,215686755.0,-60638.0,-888529619.0,63053.0,853825831.0,3048.0,33130269.0,4078.0,57391354.0,1323.0,19142280.0,-1082.0,-12704685.0,1160.0,11621500.0,21977.0,312297815.0,-24408.0,-354617995.0,-4172.0,13371570.0,-1291.0,-11798051.0,5
개인 및 가정용품 수리업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
개인 및 가정용품 임대업,7577.0,159628200.0,6128300.0,4909.0,103256875.0,-2868.0,-60373050.0,-2131.0,-44791025.0,-348.0,-7365650.0,-1494.0,-31313850.0,-239.0,-5050375.0,0.0,0.0,0.0,0.0,25.0,527750.0,90.0,1907200.0,0.0,0.0,1
건물 건설업,25738559.0,467157162057.0,21365795468.0,918360.0,9973041896.0,-1020875.0,-16139377664.0,28846.0,4372663900.0,-174433.0,-2362324303.0,-25661.0,-209488730.0,279011.0,7276587160.0,-4645.0,-9708205.0,-62152.0,-2288176550.0,16828.0,1967102448.0,51574.0,1311794501.0,22095.0,481877367.0,26
건물설비 설치 공사업,62106.0,587069480.0,3256685.0,2400.0,81587390.0,-3452.0,-103124360.0,1052.0,21536970.0,-13.0,318660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.0,21218310.0,0.0,0.0,0.0,0.0,2
"건축기술, 엔지니어링 및 관련 기술 서비스업",4203248.0,125876531131.0,13248286384.0,252401.0,4770755197.0,-125489.0,4511697474.0,-153586.0,-9382190253.0,-192287.0,-10081502303.0,9022.0,390617075.0,-29563.0,-1859153535.0,74.0,-8012475.0,43100.0,1290555765.0,15223.0,858755320.0,26902.0,154984625.0,-228.0,-55247043.0,16
"건축자재, 철물 및 난방장치 도매업",192039.0,141269247.0,6380336.0,5411.0,3885957.0,-5551.0,-3988871.0,140.0,102914.0,89.0,64970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,37944.0,0.0,0.0,0.0,0.0,1
"경비, 경호 및 탐정업",83266.0,5992937050.0,596762600.0,-4170.0,-309201650.0,22129.0,1598040300.0,-17959.0,-1288810450.0,-2377.0,-169480750.0,-7.0,-517400.0,-288.0,-20649900.0,0.0,0.0,-15171.0,-1089906200.0,-116.0,-8256200.0,0.0,-28200.0,0.0,0.0,1
고무제품 제조업,12093287.0,96514587670.0,9482058385.0,2589445.0,17945592186.0,-1812263.0,-10734743942.0,-849814.0,-7650860992.0,-247188.0,-3852217827.0,6378.0,220075255.0,-24312.0,-191419450.0,-2246.0,-13097270.0,-533567.0,-3414523480.0,-48879.0,-399678220.0,-3799.0,-78048922.0,76431.0,518061670.0,9
"곡물가공품, 전분 및 전분제품 제조업",1897786.0,4028888745.0,45079401.0,168752.0,377917042.0,-197585.0,-459862636.0,31314.0,88458824.0,35953.0,102294516.0,351.0,1420020.0,149.0,396140.0,-5405.0,-16262770.0,0.0,0.0,265.0,599618.0,681.0,929121.0,-3162.0,-7442351.0,7
