날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-03,-1951626631819,121338157229,4652309467002,-2822020992412,0,KOSPI
2026-08-03,166868499599,12088587806,30193677904,-209150765309,0,KOSDAQ
