티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4235.0,69575.0,291553870.0,-0.23999999463558197,4725780.0,1.6200000047683716,19215.0,80219425.0,-27414.0,-114601375.0,8097.0,33958520.0,2573.0,10718855.0,0.0,0.0,0.0,0.0,0.0,0.0,5524.0,23239665.0,0.0,0.0,100.0,415000.0,2.0,8430.0
006840,AK홀딩스,유가,기타 금융업,지주사업,5590.0,27159.0,149935940.0,-2.950000047683716,3122150.0,2.0799999237060547,3624.0,20399800.0,-2712.0,-15293840.0,-912.0,-5105960.0,-912.0,-5105960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,3850.0,136026.0,527580365.0,-2.2799999713897705,42073475.0,7.96999979019165,10465.0,40771770.0,-9020.0,-35122445.0,-1459.0,-5703225.0,-1255.0,-4911690.0,0.0,0.0,0.0,0.0,-81.0,-314615.0,0.0,0.0,-123.0,-476920.0,11.0,42350.0,3.0,11550.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,120200.0,97129.0,11707397510.0,-4.150000095367432,2173693950.0,18.110000610351562,1683.0,203650350.0,-4035.0,-497457950.0,2347.0,293201900.0,1415.0,174709000.0,667.0,80383850.0,1628.0,196066000.0,0.0,0.0,-1370.0,-158797350.0,7.0,840400.0,5.0,605700.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,17220.0,1264697.0,21921409045.0,-3.9600000381469727,3737841450.0,15.979999542236328,200645.0,3476706095.0,-510677.0,-8843865250.0,302902.0,5243058255.0,-97697.0,-1684315605.0,697.0,12147745.0,183575.0,3160443910.0,0.0,0.0,4963.0,92742730.0,24762.0,428662790.0,7120.0,123932020.0,10.0,168880.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",34400.0,3507.0,119047750.0,0.15000000596046448,7995350.0,6.289999961853027,215.0,7179050.0,-931.0,-31827800.0,716.0,24648750.0,33.0,1328800.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,23319950.0,0.0,0.0,0.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,23200.0,1105.0,24836850.0,2.430000066757202,0.0,0.0,-64.0,-1386650.0,71.0,1544950.0,-7.0,-158300.0,-7.0,-158300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,137100.0,161151.0,22220713800.0,-3.6500000953674316,2538476400.0,10.050000190734863,-1719.0,-250021900.0,48455.0,6662779050.0,-47043.0,-6454871850.0,3820.0,540215650.0,-5566.0,-765481700.0,-31452.0,-4321053300.0,-613.0,-84054000.0,-11076.0,-1522797350.0,-2124.0,-297287400.0,-78.0,-11031200.0,385.0,53145900.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4500.0,245287.0,1109139003.0,-1.75,293404135.0,26.450000762939453,1108.0,4403818.0,-37639.0,-169756498.0,35426.0,160361285.0,368.0,1724685.0,0.0,0.0,0.0,0.0,0.0,0.0,35058.0,158636600.0,0.0,0.0,333.0,1513550.0,772.0,3477845.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,136200.0,8666.0,1177966100.0,-2.640000104904175,54343100.0,4.610000133514404,-1978.0,-267318300.0,1473.0,197863300.0,502.0,69049700.0,502.0,69049700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,405300.0
