날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-05-07,891693196851,-185471736374,5992456051002,-6698677511479,0,KOSPI
2026-05-07,-132344783434,-24647170494,-17671253440,174663207368,0,KOSDAQ
