날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-04-27,1134930690491,-15485024951,-1975755229902,856309564362,0,KOSPI
2026-04-27,84925031643,-54468119281,141762631586,-172219543948,0,KOSDAQ
