Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,12713654,348797739580,7273276603,-1629872.0,-59730669814.0,1559663.0,38180665807.0,116465.0,20226230739.0,53116.0,7188335497.0,-945.0,-474194490.0,9727.0,4494584975.0,0.0,0.0,54457.0,8819724216.0,110.0,197616341.0,-59197.0,918340571.0,12941.0,405432697.0,23
1차 철강 제조업,23043260,470137727634,19119292879,-1885739.0,-63010782278.0,1970122.0,25820571346.0,20858.0,36184758671.0,174076.0,27348733083.0,-412.0,2707944735.0,1488.0,-2233644632.0,1079.0,1025129505.0,16359.0,9460247395.0,-171975.0,-2066066825.0,-77169.0,1417645886.0,-28072.0,-412193625.0,59
가구 제조업,536360,2386302608,40286179,-88923.0,-429626413.0,89707.0,431332398.0,421.0,-10749180.0,-121.0,-1356380.0,-75.0,-1033120.0,-1187.0,-16800380.0,0.0,0.0,1028.0,9366540.0,776.0,-925840.0,-2231.0,5951545.0,1026.0,3091650.0,9
가전제품 및 정보통신장비 소매업,30572,223573580,21690620,-3743.0,-26588405.0,2177.0,15422455.0,-2322.0,-16936730.0,-2126.0,-15501970.0,0.0,0.0,-15.0,-117080.0,0.0,0.0,0.0,0.0,-181.0,-1317680.0,3870.0,27971390.0,18.0,131290.0,2
가정용 기기 제조업,1061170,29861505952,1221054328,25135.0,1174592639.0,-27223.0,-1113559181.0,6424.0,36113765.0,21449.0,882105865.0,-11.0,-622100.0,-630.0,-35596150.0,0.0,0.0,-4582.0,-258053000.0,-9802.0,-551720850.0,-4281.0,-105754750.0,-55.0,8607527.0,8
"가죽, 가방 및 유사제품 제조업",722865,9091797490,46086660,2059.0,87012095.0,-12456.0,-160538835.0,-699.0,-33389090.0,-282.0,-32021270.0,-632.0,-7147510.0,1309.0,9760270.0,-56.0,-3075100.0,-579.0,6910040.0,-459.0,-7815520.0,13250.0,131341270.0,-2154.0,-24425440.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,36992,834927150,31463500,-11907.0,-268588825.0,11728.0,261951750.0,124.0,5456225.0,-379.0,-9278100.0,3721.0,85541200.0,-2918.0,-63987125.0,0.0,0.0,178.0,4003250.0,-168.0,-3830400.0,54.0,1158750.0,1.0,22100.0,1
건물 건설업,34573929,190185000654,23668592924,-1732344.0,-8720258555.0,-2315154.0,-8221324576.0,3976685.0,16191010169.0,823814.0,4220696590.0,72692.0,254725142.0,2403188.0,11823727384.0,-1191.0,-3532190.0,-186449.0,-4180522562.0,864628.0,4075875225.0,59667.0,695287101.0,11146.0,55285861.0,24
건물설비 설치 공사업,57472,645771782,2909355,-2361.0,-50095391.0,15395.0,216370226.0,-13034.0,-166274835.0,-1558.0,-6889915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11476.0,-159384920.0,0.0,0.0,0.0,0.0,2
"건축기술, 엔지니어링 및 관련 기술 서비스업",42628384,605124368081,18779390820,433168.0,-21800296464.0,21605.0,12095289765.0,-103497.0,9583227691.0,-275009.0,-9763915354.0,-1534.0,45992405.0,68069.0,6270976340.0,-10300.0,-263646800.0,55552.0,7703972040.0,64471.0,5708911060.0,-156889.0,-61699734.0,-194387.0,183478742.0,16
"건축자재, 철물 및 난방장치 도매업",478821,758320330,133165,-171454.0,-271118006.0,183631.0,290645964.0,-363.0,-581700.0,-70.0,-112490.0,0.0,0.0,-293.0,-469210.0,0.0,0.0,0.0,0.0,0.0,0.0,-7612.0,-12222171.0,-4202.0,-6724087.0,1
"경비, 경호 및 탐정업",72402,5745315550,1169988000,-12760.0,-1008615000.0,7611.0,590826900.0,5303.0,430040100.0,-7219.0,-569866350.0,-496.0,-39488800.0,9408.0,751215200.0,0.0,0.0,154.0,12658900.0,3456.0,275521150.0,-139.0,-11082400.0,-15.0,-1169600.0,1
고무제품 제조업,1628562,31719071705,5453514105,-343695.0,-4498691897.0,450878.0,7058332895.0,-106758.0,-2566913762.0,-44305.0,-1947680537.0,-666.0,26545410.0,-16369.0,-719677560.0,-441.0,-5872630.0,3988.0,279040055.0,-49548.0,-266713000.0,699.0,15824823.0,-1124.0,-8552059.0,8
"곡물가공품, 전분 및 전분제품 제조업",653552,1510487367,40753130,-220016.0,-397055092.0,191674.0,389168763.0,28205.0,-79909.0,-12221.0,-33423039.0,0.0,0.0,-1898.0,-6073021.0,-929.0,-6065565.0,44261.0,48065460.0,-1008.0,-2583744.0,82.0,7352767.0,55.0,613471.0,7
"골판지, 종이 상자 및 종이용기 제조업",1020136,3223029190,87084706,-175863.0,-576701393.0,159976.0,450366113.0,12776.0,105911002.0,7370.0,61431765.0,0.0,0.0,-1145.0,-7572258.0,0.0,0.0,6161.0,48212575.0,390.0,3838920.0,2370.0,15070272.0,741.0,5354006.0,9
"과실, 채소 가공 및 저장 처리업",788049,1600672434,9878288,-222223.0,-521058056.0,223703.0,525333677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.0,3330703.0,-2953.0,-7606324.0,3
광고업,3148603,19668726384,2395737168,-328321.0,-2024613660.0,368669.0,3124012095.0,-28966.0,-1088408060.0,114425.0,1703940070.0,-5300.0,-94445925.0,-38421.0,-758729785.0,-65000.0,-1350080900.0,-16205.0,-317068745.0,-16116.0,-230908885.0,5825.0,-4271876.0,-17207.0,-6718499.0,19
교육지원 서비스업,106212,321656960,14621500,8210.0,24844380.0,-9650.0,-29292195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.0,4450685.0,-1.0,-2870.0,1
"구조용 금속제품, 탱크 및 증기발생기 제조업",69775224,510781333944,4482813449,-1119848.0,-5606063157.0,1280708.0,4759683092.0,-149532.0,140489210.0,-132692.0,-1176008645.0,-4305.0,-167060850.0,33311.0,1841382540.0,-96.0,-1842720.0,1030.0,36870625.0,-46725.0,-390846990.0,-28534.0,624829748.0,17206.0,81061107.0,21
귀금속 및 장신용품 제조업,448837,831751525,10928775,-61124.0,-85726914.0,103269.0,202247931.0,-42885.0,-117473395.0,-51031.0,-130094815.0,0.0,0.0,-906.0,-1405206.0,0.0,0.0,10123.0,15687747.0,-1071.0,-1661121.0,740.0,958717.0,0.0,-6339.0,2
그외 기타 개인 서비스업,338694,25998355950,10318680400,13694.0,1047043500.0,-18325.0,-1399729700.0,3529.0,268514950.0,4422.0,336714650.0,-383.0,-28992800.0,-23440.0,-1797595750.0,0.0,0.0,23255.0,1783204900.0,-203.0,-15426650.0,744.0,56716950.0,358.0,27454300.0,1
그외 기타 운송장비 제조업,2025997,289907657755,7401418880,-131737.0,-32842206612.0,14163.0,5357469618.0,101507.0,24035461624.0,61853.0,14082750649.0,3327.0,736082250.0,18264.0,4105691450.0,-55.0,-12065750.0,9268.0,3047491995.0,9130.0,2135211280.0,18245.0,3620713440.0,-2178.0,-171438070.0,5
"그외 기타 전문, 과학 및 기술 서비스업",14854600,211131032010,1537802015,-337887.0,-4977286663.0,434679.0,3090401352.0,37464.0,2142466773.0,26537.0,1010726633.0,-8.0,-1630215.0,92.0,-84507020.0,0.0,0.0,27865.0,1641313500.0,-16573.0,-419020325.0,-65537.0,244775557.0,-68719.0,-500357019.0,16
그외 기타 제품 제조업,7244949,32847919550,170204087,490869.0,-326249110.0,328001.0,1108168766.0,1673.0,-204822146.0,17971.0,236838679.0,0.0,0.0,436.0,11294600.0,0.0,0.0,0.0,0.0,-16734.0,-452955425.0,-830917.0,-587923818.0,10374.0,10826308.0,10
금속 주조업,3016907,4018766131,11580853,76154.0,108623502.0,-62897.0,-95746627.0,-110.0,-598089.0,-110.0,-598089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2066.0,7765331.0,-15213.0,-20044117.0,3
금융 지원 서비스업,26500562,417950049147,23400611562,-3778371.0,-21448228666.0,5114852.0,37244805819.0,-1843411.0,-19853477798.0,63611.0,-1481011769.0,-106082.0,-3203251512.0,-304397.0,-8246618250.0,-335.0,-22536200.0,-45826.0,-1990077670.0,-1455908.0,-5224223457.0,525575.0,4033218039.0,-18645.0,23682606.0,85
