날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-06,-121432979716,74008123007,3336698439523,-3289273582814,0,KOSPI
2026-08-06,161477849035,393602371,86253642216,-248125093622,0,KOSDAQ
