티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4430.0,235953.0,1016280652.0,6.360000133514404,507635.0,0.05000000074505806,-88371.0,-381688038.0,63590.0,273258908.0,34612.0,150699155.0,128.0,565925.0,0.0,0.0,-10.0,-44200.0,0.0,0.0,602.0,2570630.0,33892.0,147606800.0,-9836.0,-42291240.0,5.0,21215.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7340.0,9739.0,70753930.0,0.9599999785423279,1257520.0,1.7799999713897705,-1480.0,-10828745.0,1349.0,9813030.0,-70.0,-435545.0,-70.0,-435545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,1451260.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4050.0,85444.0,344128890.0,1.0,12205095.0,3.549999952316284,-14264.0,-57902540.0,25009.0,100763350.0,-11272.0,-45000260.0,194.0,787520.0,0.0,0.0,64.0,259470.0,-383.0,-1540865.0,5339.0,21581815.0,-16486.0,-66088200.0,0.0,0.0,527.0,2139450.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,133500.0,77636.0,10161418850.0,9.15999984741211,573781600.0,4.949999809265137,-12999.0,-1695549650.0,-7452.0,-989460150.0,20230.0,2656131500.0,3911.0,521322500.0,1374.0,179842650.0,1491.0,195179550.0,0.0,0.0,12441.0,1626760150.0,1013.0,133026650.0,221.0,28886700.0,0.0,-8400.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,14920.0,1031177.0,15366145125.0,-0.12999999523162842,1605316300.0,8.890000343322754,134216.0,1980884600.0,-198633.0,-2940287785.0,63855.0,951114895.0,78907.0,1176860390.0,2535.0,37720775.0,-13591.0,-203084560.0,0.0,0.0,-56384.0,-835603150.0,-67611.0,-1007217800.0,551.0,8124810.0,11.0,163480.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",38450.0,11831.0,448536275.0,8.920000076293945,7845250.0,1.409999966621399,216.0,8214900.0,-982.0,-37593050.0,691.0,26521450.0,226.0,8807400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.0,21479200.0,78.0,2969950.0,-3.0,-113250.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,25400.0,1966.0,50006350.0,6.050000190734863,122000.0,0.23999999463558197,-270.0,-6785250.0,-107.0,-2599500.0,377.0,9384750.0,377.0,9384750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,145900.0,125881.0,18183608750.0,5.880000114440918,327923600.0,1.5399999618530273,-22494.0,-3246152650.0,15743.0,2243285900.0,8667.0,1278128950.0,4903.0,711805400.0,8843.0,1285568600.0,4877.0,709641350.0,0.0,0.0,-6134.0,-877547000.0,-3885.0,-560483200.0,-1800.0,-258459500.0,-116.0,-16802700.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5380.0,649621.0,3465321665.0,4.670000076293945,469973490.0,13.5600004196167,-100681.0,-537970555.0,93122.0,497548030.0,-7830.0,-42003985.0,-10444.0,-56222250.0,0.0,0.0,127.0,683260.0,0.0,0.0,2420.0,13173865.0,67.0,361140.0,21823.0,117174710.0,-6434.0,-34748200.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,135500.0,8745.0,1164256300.0,5.78000020980835,13008000.0,1.1200000047683716,-429.0,-58999000.0,632.0,82340100.0,-93.0,-8849100.0,-93.0,-8849100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-13200000.0,-10.0,-1292000.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",78200.0,51741.0,4004230550.0,1.690000057220459,379306500.0,8.289999961853027,-4081.0,-323039150.0,-15980.0,-1238269450.0,20756.0,1615474900.0,2661.0,206658400.0,169.0,13095300.0,6240.0,484446900.0,0.0,0.0,7777.0,606859200.0,3909.0,304415700.0,-604.0,-47113100.0,-91.0,-7053200.0
