날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-07-06,-1461842879984,93304290586,2682906194491,-1314367605093,0,KOSPI
2026-07-06,-224377469697,9994659623,259084217481,-44701407407,0,KOSDAQ
