날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-07-22,-1396304121066,-7171000724,-1217613031947,2621088153737,0,KOSPI
2026-07-22,-191365983301,9274476087,263616530206,-81525022992,0,KOSDAQ
