날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-13,788132480167,203654825239,-712512927317,-279274378089,0,KOSPI
2026-01-13,-145662596116,-10253259381,336968050087,-181052194590,0,KOSDAQ
