티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4555.0,202624.0,926029051.0,-1.94,111597500.0,12.05,72844.0,333127157.0,-78331.0,-359224612.0,1959.0,9974645.0,5707.0,27046190.0,-196.0,-891140.0,-3552.0,-16180405.0,0.0,0.0,0.0,0.0,0.0,0.0,3513.0,16053660.0,15.0,69150.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8210.0,16888.0,138315050.0,-1.08,5715140.0,4.13,1129.0,9324660.0,-1123.0,-9227180.0,-410.0,-3390780.0,-397.0,-3284050.0,0.0,0.0,-13.0,-106730.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,3178500.0,14.0,114800.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,3705.0,231681.0,866814853.0,-2.5,20679850.0,2.39,40014.0,148500015.0,21785.0,82052406.0,-49733.0,-185819361.0,16947.0,63427695.0,0.0,0.0,-6315.0,-23442289.0,1867.0,7002128.0,-60132.0,-224925985.0,-2100.0,-7880910.0,-11850.0,-43932570.0,-216.0,-800490.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,102300.0,42021.0,4288714050.0,0.29,185881200.0,3.97,957.0,95037300.0,10052.0,1029115750.0,-11298.0,-1153602750.0,-1514.0,-154435200.0,-121.0,-12307550.0,-417.0,-42541200.0,0.0,0.0,-9106.0,-930172250.0,-140.0,-14146550.0,288.0,29348000.0,1.0,101700.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,15330.0,811103.0,12425064205.0,-1.35,769452560.0,5.76,110395.0,1685822095.0,-114485.0,-1759722695.0,-34433.0,-516901650.0,-3670.0,-54779385.0,-70296.0,-1074009645.0,29040.0,445246485.0,3309.0,50891930.0,-12240.0,-181814590.0,-36816.0,-563618115.0,38451.0,589706860.0,72.0,1095390.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",39800.0,7791.0,311483900.0,-4.33,119700.0,0.03,-1764.0,-70193950.0,996.0,39298700.0,399.0,16007450.0,0.0,32400.0,0.0,0.0,-1.0,-39800.0,0.0,0.0,0.0,0.0,400.0,16014850.0,369.0,14887800.0,0.0,0.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,23250.0,1255.0,29070000.0,-2.72,1753500.0,6.03,-32.0,-746950.0,-118.0,-2744850.0,0.0,1400.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,3490400.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,174300.0,173872.0,30166668750.0,-1.75,836164100.0,2.38,10364.0,1771544200.0,38477.0,6686471400.0,-46727.0,-8091268000.0,-32564.0,-5663187600.0,-4054.0,-702930100.0,-12486.0,-2153872800.0,0.0,0.0,-15490.0,-2678830350.0,18094.0,3146869950.0,-1987.0,-345121400.0,-127.0,-21626200.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5820.0,297227.0,1724014540.0,0.69,118799890.0,6.89,20166.0,114090440.0,-30415.0,-174039440.0,10767.0,62946030.0,7481.0,43742295.0,0.0,0.0,-75.0,-436500.0,0.0,0.0,742.0,4321815.0,2619.0,15318420.0,0.0,-4250.0,-518.0,-2992780.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,152900.0,9535.0,1447773850.0,-1.35,7015600.0,0.48,-82.0,-16779950.0,-2941.0,-445137750.0,2857.0,436878300.0,2906.0,444347000.0,-60.0,-9089100.0,133.0,20118200.0,0.0,0.0,0.0,0.0,-122.0,-18497800.0,166.0,25039400.0,0.0,0.0,0.0,0.0,0.0
