티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4735,162460,766077322,1.07,2921285,0.38,-10448.0,-49302502.0,22274.0,105010977.0,-11616.0,-54713045.0,-477.0,-2258865.0,-961.0,-4521045.0,0.0,0.0,0.0,0.0,-10000.0,-47090305.0,-178.0,-842830.0,0.0,0.0,-210.0,-995430.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7830,45252,357481280,-3.93,0,0.0,10752.0,85026055.0,-11821.0,-93467315.0,945.0,7448020.0,951.0,7495130.0,0.0,0.0,-6.0,-47110.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,993240.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,3995,129984,518967774,-0.62,211895,0.04,12985.0,52014201.0,-5435.0,-21868405.0,-7830.0,-31268436.0,-479.0,-1949095.0,0.0,0.0,-221.0,-882895.0,-1818.0,-7244406.0,-5000.0,-19945600.0,-312.0,-1246440.0,0.0,0.0,280.0,1122640.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,116900,36302,4235197500,-0.09,636457400,14.16,-97.0,-12547150.0,5078.0,592828750.0,-5243.0,-610745500.0,-2498.0,-291529000.0,-1521.0,-177253000.0,70.0,8248050.0,-357.0,-41629550.0,531.0,62473200.0,-1468.0,-171055200.0,261.0,30347000.0,1.0,116900.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,16390,2202826,36145742157,1.49,7400125430,18.47,-198362.0,-3262079155.0,795974.0,13065566035.0,26225.0,427673480.0,25861.0,425294185.0,-8536.0,-139883660.0,-44330.0,-728299165.0,0.0,0.0,-1013.0,-16912290.0,-9064.0,-148713550.0,-623429.0,-10224458590.0,-408.0,-6701770.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",41350,3546,147131350,0.85,0,0.0,83.0,3495350.0,-69.0,-2982250.0,-23.0,-886700.0,15.0,682700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.0,-1569400.0,9.0,374400.0,0.0,-800.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,23450,9246,210565700,-0.21,369000,0.18,-2353.0,-53185800.0,130.0,2943900.0,7.0,160200.0,7.0,160200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212.0,49991200.0,4.0,90500.0
001040,CJ,유가,기타 금융업,지주회사,198300,190174,37557272050,4.42,301015800,0.65,-56254.0,-11083719250.0,65063.0,12812048400.0,-9005.0,-1774363050.0,-10111.0,-2001239550.0,-3838.0,-755877450.0,5609.0,1114661050.0,0.0,0.0,-4727.0,-934721600.0,4121.0,814352300.0,287.0,64345600.0,-91.0,-18311700.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",6100,415824,2521513350,0.33,127500160,5.06,-86428.0,-526914995.0,73998.0,451335725.0,11917.0,72460230.0,13204.0,80309070.0,-51.0,-307900.0,-266.0,-1622600.0,0.0,0.0,0.0,0.0,-970.0,-5918340.0,0.0,0.0,513.0,3119040.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,166700,20257,3369852250,3.6,0,0.0,-8759.0,-1461451300.0,1875.0,308344800.0,6797.0,1139030100.0,6261.0,1051467200.0,-42.0,-6949800.0,143.0,24037600.0,0.0,0.0,0.0,0.0,435.0,70475100.0,87.0,14076400.0,0.0,0.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",99300,48885,4857206900,1.12,254608400,4.29,-4654.0,-467336250.0,7143.0,710194450.0,-2666.0,-260376100.0,-5052.0,-499818800.0,-1882.0,-187466050.0,-1309.0,-129626150.0,-22.0,-2199500.0,2467.0,246040500.0,3133.0,312792400.0,-35.0,-3569000.0,212.0,21086900.0
011150,CJ씨푸드,유가,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",2870,439303,1258666899,0.0,133165000,10.58,94244.0,270226845.0,-93374.0,-267730125.0,49.0,140630.0,49.0,140630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-919.0,-2637350.0
011155,CJ씨푸드1우,KOSPI,기타/미분류,기타/미분류,16050,1417,22083620,4.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,KOSPI,기타/미분류,기타/미분류,91100,6025,550572600,1.22,0,0.0,-1134.0,-104176200.0,120.0,10256500.0,-2.0,-91400.0,-2.0,-91400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1298600.0,1002.0,92712500.0
097950,CJ제일제당,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",213000,60203,12804463500,-0.7,1169643500,7.2,6987.0,1486806250.0,-2606.0,-556181000.0,-5783.0,-1228186000.0,-753.0,-160505750.0,-477.0,-101224750.0,562.0,119663750.0,0.0,0.0,-4571.0,-970464250.0,-544.0,-115655000.0,911.0,193461750.0,491.0,104099000.0
097955,CJ제일제당 우,KOSPI,기타/미분류,기타/미분류,140000,10127,1414454050,-0.07,4612200,0.33,603.0,84143150.0,-1015.0,-141738050.0,3.0,393500.0,3.0,393500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,47432400.0,70.0,9769000.0
000480,시알홀딩스,유가,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",4725,23945,112971265,0.11,2345005,2.08,-1808.0,-8489020.0,-243.0,-1156465.0,-125.0,-594695.0,56.0,259625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-181.0,-854320.0,2176.0,10240180.0,0.0,0.0
000590,CS홀딩스,유가,기타 금융업,"브랜드 수익, 자회사 배당",76800,2692,204931200,0.13,0,0.0,-160.0,-11992200.0,16.0,1196000.0,408.0,30914200.0,14.0,1054300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-460100.0,-261.0,-19888200.0,-3.0,-229800.0
012030,DB,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1624,1269204,2058370620,1.5,1916320,0.09,14856.0,23165505.0,94498.0,154964690.0,-2276.0,-3696224.0,-1123.0,-1823752.0,0.0,0.0,-465.0,-755160.0,0.0,0.0,0.0,0.0,-688.0,-1117312.0,-109999.0,-179131349.0,2921.0,4697378.0
005830,DB손해보험,유가,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",136500,181475,24602315900,2.4,6140543550,23.15,-16092.0,-2183444450.0,10161.0,1377872600.0,5319.0,722637550.0,-30434.0,-4125910000.0,1593.0,215002800.0,395.0,51563800.0,14000.0,1891738400.0,9141.0,1239906850.0,10624.0,1450336800.0,747.0,101249700.0,-135.0,-18315400.0
016610,DB증권,유가,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",12290,225456,2794859285,0.74,21990080,0.59,-35198.0,-437599615.0,27704.0,344665790.0,7653.0,94918105.0,-1019.0,-12143910.0,-23.0,-280950.0,-339.0,-4140325.0,0.0,0.0,2610.0,32313600.0,6424.0,79169690.0,-130.0,-1623790.0,-29.0,-360490.0
000990,DB하이텍,유가,반도체 제조업,반도체 제조,104700,802218,82500209250,9.52,8567149650,7.66,-49038.0,-5241712150.0,-53287.0,-5414561350.0,101524.0,10575808100.0,59099.0,6138528500.0,-553.0,-57034950.0,98407.0,10162744000.0,-43.0,-4412150.0,3471.0,356557950.0,-58859.0,-6020781150.0,989.0,99883900.0,-188.0,-19418500.0
000300,DH오토넥스,유가,자동차 신품 부품 제조업,"유,무선 통신장비",4200,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001530,디아이동일,유가,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",20250,34308,691914475,0.75,104945600,8.97,-1312.0,-27572000.0,2124.0,43916900.0,-582.0,-11712350.0,-583.0,-11732550.0,0.0,0.0,1.0,20200.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,-360950.0,-212.0,-4271600.0
015590,DKME,유가,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조",515,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
