날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-05-08,1254235715271,71756236593,3970674545455,-5296666497319,0,KOSPI
2026-05-08,80330418217,-15458007617,-469448853545,404576442945,0,KOSDAQ
