날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-26,-1541420013199,-15421804699,1715655293003,-158813475105,0,KOSPI
2026-01-26,2621655171979,-157552521262,-2913801413671,449698762954,0,KOSDAQ
