날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-02-19,1654219924740,146266007138,-860916939279,-939568992599,0,KOSPI
2026-02-19,1054130251590,-78063757982,-1830081154450,854014660842,0,KOSDAQ
