티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4355.0,225516.0,971748100.0,0.81,13372220.0,1.38,15300.0,66413980.0,-13095.0,-56515045.0,-249.0,-1049045.0,175.0,762125.0,-424.0,-1811170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,12825000.0,-4956.0,-21674890.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,6380.0,13586.0,86447095.0,-7.13,5847460.0,6.76,3425.0,22122200.0,-3565.0,-23098570.0,114.0,866480.0,114.0,866480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,103600.0,1.0,6290.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4055.0,506086.0,2043324004.0,-1.1,66916125.0,3.27,-226083.0,-910102386.0,228679.0,921379961.0,-7713.0,-32105105.0,-7812.0,-32508365.0,0.0,0.0,0.0,0.0,99.0,403260.0,0.0,0.0,0.0,0.0,0.0,0.0,5117.0,20827530.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,130100.0,45570.0,5834993200.0,1.09,1632948700.0,27.33,-3250.0,-420611700.0,4240.0,545191750.0,-815.0,-102186150.0,-1210.0,-152872300.0,-175.0,-22190500.0,-144.0,-18364200.0,0.0,0.0,1099.0,140367150.0,-384.0,-48999100.0,-192.0,-24570900.0,17.0,2177000.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,16770.0,1050881.0,17648025350.0,-1.7,2075615485.0,11.31,49244.0,810785000.0,-123087.0,-2062602455.0,63595.0,1079703050.0,128947.0,2173317900.0,-6774.0,-112170190.0,-32723.0,-550089300.0,0.0,0.0,-23054.0,-384857255.0,-22.0,-423705.0,2573.0,42624420.0,7675.0,129489985.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",36350.0,3915.0,140965650.0,1.54,6121900.0,3.59,71.0,1659350.0,-968.0,-35613750.0,862.0,32754700.0,-250.0,-8417800.0,-2.0,-74500.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.0,41247000.0,22.0,738000.0,13.0,461700.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,24900.0,664.0,16260450.0,0.61,1593900.0,9.8,-28.0,-674350.0,-22.0,-541300.0,16.0,392350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,392350.0,32.0,776150.0,2.0,47150.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,170200.0,173140.0,29204609650.0,-5.34,5854091250.0,15.81,34405.0,5824041100.0,-5692.0,-969223950.0,-31973.0,-5404344350.0,-10492.0,-1783056850.0,158.0,26884350.0,-13374.0,-2242002000.0,17.0,2883250.0,-5629.0,-952872750.0,-2654.0,-456340150.0,3155.0,527654600.0,105.0,21872600.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4425.0,217239.0,953644516.0,1.84,241561575.0,25.33,-12156.0,-54120283.0,12903.0,57279738.0,-1756.0,-7603745.0,-734.0,-3211625.0,27.0,118910.0,-181.0,-790970.0,0.0,0.0,0.0,0.0,-868.0,-3720060.0,719.0,3163170.0,290.0,1281120.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,157800.0,8917.0,1385190500.0,-3.96,83229600.0,6.01,1086.0,163491100.0,-1948.0,-303484900.0,791.0,129215800.0,918.0,148752900.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.0,-19537100.0,0.0,0.0,32.0,4878000.0,39.0,5900000.0,0.0,0.0,0.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",80300.0,77786.0,6191665900.0,-0.5,776578300.0,11.1,-1232.0,-103312300.0,-19215.0,-1527454150.0,18866.0,1504670900.0,120.0,8877100.0,-19.0,-1509500.0,66.0,5165600.0,0.0,0.0,18958.0,1512712800.0,-594.0,-47282500.0,1606.0,127826100.0,-25.0,-1730550.0,0.0,0.0,0.0
011150,CJ씨푸드,유가,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",2015.0,64542.0,129806130.0,-1.47,1750193.0,1.35,21084.0,42486766.0,-20867.0,-42053162.0,140.0,280672.0,140.0,280672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-357.0,-714276.0,0.0,0.0,0.0
011155,CJ씨푸드1우,KOSPI,기타/미분류,기타/미분류,9700.0,76.0,727300.0,1.57,0.0,0.0,51.0,487650.0,0.0,0.0,-10.0,-96100.0,-10.0,-96100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,-391550.0,0.0,0.0,0.0
001045,CJ우,KOSPI,기타/미분류,기타/미분류,73400.0,6815.0,502375550.0,-3.67,8251300.0,1.64,-243.0,-18692300.0,149.0,11053300.0,12.0,1548800.0,12.0,1548800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-146500.0,84.0,6236700.0,0.0,0.0,0.0
097950,CJ제일제당,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",194600.0,68349.0,13143416800.0,-0.41,1617901800.0,9.4,16424.0,3155447150.0,-4930.0,-954342200.0,-9689.0,-1859832450.0,-1925.0,-373016300.0,-12.0,-2298100.0,-3574.0,-682776450.0,0.0,0.0,-4162.0,-798630700.0,-16.0,-3098800.0,-1899.0,-359368200.0,94.0,18095700.0,0.0,0.0,0.0
097955,CJ제일제당 우,KOSPI,기타/미분류,기타/미분류,122000.0,5479.0,667431250.0,-0.33,35057000.0,5.25,429.0,53082250.0,30.0,3105750.0,-425.0,-52036700.0,-33.0,-4010500.0,0.0,0.0,0.0,0.0,0.0,0.0,-392.0,-48025700.0,0.0,0.0,-21.0,-2556600.0,-13.0,-1594700.0,0.0,0.0,0.0
000480,시알홀딩스,유가,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",4605.0,19042.0,87523880.0,0.11,92365.0,0.11,849.0,3953785.0,-911.0,-4286670.0,-33.0,-105245.0,-33.0,-105245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,438130.0,0.0,0.0,0.0
000590,CS홀딩스,유가,기타 금융업,"브랜드 수익, 자회사 배당",71000.0,2331.0,161006400.0,2.9,70600.0,0.04,-1957.0,-135025700.0,1615.0,111410300.0,16.0,1135000.0,16.0,1135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,22480400.0,0.0,0.0,0.0
