날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-09-07,2649064891596,1635158017333,-6837380848446,2553157939517,0,KOSPI
2026-09-07,-129245883392,11350224332,189571920410,-71676261350,0,KOSDAQ
