날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-04-30,283792403208,-10294785745,1182435282900,-1455932900363,0,KOSPI
2026-04-30,-304501951038,-37499160087,553206341888,-211205230763,0,KOSDAQ
