날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-18,-795137033261,-38264189205,741996842982,91404379484,0,KOSPI
2026-08-18,-417570691868,-9506603134,390458550049,36618744953,0,KOSDAQ
