티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5190.0,89559.0,463148520.0,1.17,2183670.0,0.47,-15026.0,-77716210.0,20557.0,106383350.0,-604.0,-3128650.0,-404.0,-2096480.0,-79.0,-407390.0,0.0,0.0,0.0,0.0,0.0,0.0,-121.0,-624780.0,-4940.0,-25605430.0,13.0,66940.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,8130.0,6401.0,52046530.0,1.12,886250.0,1.7,-2217.0,-18035200.0,2606.0,21203060.0,-390.0,-3176010.0,-372.0,-3029310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,-146700.0,1.0,8150.0,0.0,0.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,5150.0,664118.0,3364414475.0,5.42,44023970.0,1.31,-140674.0,-709999550.0,117836.0,593700697.0,6730.0,34675863.0,-4325.0,-21942650.0,-125.0,-634290.0,-326.0,-1649455.0,1689.0,8547623.0,8000.0,41043595.0,1817.0,9311040.0,15745.0,79778865.0,363.0,1844125.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,133600.0,93960.0,12610267950.0,-2.2,1101903600.0,8.41,7341.0,997042900.0,29148.0,3854002600.0,-36506.0,-4853285800.0,-16466.0,-2191468950.0,-14764.0,-1957757050.0,-1572.0,-212087100.0,0.0,0.0,-3627.0,-481824400.0,-77.0,-10148300.0,17.0,2240300.0,0.0,0.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,17660.0,1452308.0,25585287985.0,1.9,1432000320.0,5.09,273474.0,4794874815.0,-41852.0,-730178925.0,-232466.0,-4079397460.0,216905.0,3824060775.0,-48981.0,-860557330.0,-102097.0,-1796354395.0,0.0,0.0,-269974.0,-4748109945.0,-28319.0,-498436575.0,780.0,13578860.0,64.0,1122710.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",47400.0,2270.0,107063550.0,2.16,1042300.0,0.6,-411.0,-19463700.0,401.0,18984400.0,-13.0,-617800.0,-13.0,-617800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1097100.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,30050.0,6216.0,186592000.0,2.21,356400.0,0.19,-3469.0,-103933550.0,-131.0,-3989250.0,0.0,350.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,107922450.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,195600.0,100616.0,19590416150.0,6.77,1647076200.0,6.9,-29911.0,-5827508300.0,39814.0,7766249400.0,-9401.0,-1841333900.0,4431.0,856478200.0,-896.0,-174428550.0,676.0,129524950.0,0.0,0.0,-8393.0,-1636294950.0,-5191.0,-1011186950.0,-217.0,-42146000.0,-285.0,-55261200.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4760.0,381550.0,1802012555.0,3.25,343169370.0,19.04,-16610.0,-79273746.0,38684.0,183589527.0,-23285.0,-110058421.0,-308.0,-1562835.0,-46.0,-217477.0,-391.0,-1846193.0,0.0,0.0,-3857.0,-18178186.0,-18683.0,-88253730.0,1200.0,5690500.0,11.0,52140.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,169600.0,8864.0,1490236800.0,4.56,140945300.0,9.46,-934.0,-158557400.0,-1020.0,-172157300.0,1953.0,330546000.0,1837.0,311061400.0,0.0,0.0,116.0,19484600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,168700.0,0.0,0.0,0.0
