Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,7111830,143316157614,3408259980,-20937.0,-13834837755.0,109686.0,791667628.0,-86777.0,12498900536.0,32864.0,12254269339.0,-1449.0,-35017026.0,7228.0,494344568.0,-456.0,-49306050.0,-24904.0,-1670062636.0,-100060.0,1503050841.0,8594.0,423086099.0,-10566.0,121183492.0,23
1차 철강 제조업,12791098,278936444667,12075051503,-358071.0,-5756970997.0,346025.0,-14870200441.0,4956.0,21423718032.0,137583.0,22791728904.0,570.0,-376344324.0,-108206.0,6880240.0,1391.0,9129155.0,-31086.0,311737254.0,4525.0,-1306701697.0,1173.0,-712529553.0,5917.0,-84017041.0,59
가구 제조업,1498574,8454583791,170221732,56611.0,892314313.0,-21357.0,-199403376.0,-14666.0,-198541842.0,-4210.0,-28785582.0,-11342.0,-135088660.0,-964.0,-18809640.0,82.0,3465900.0,-24396.0,-290298225.0,26164.0,270974365.0,-21943.0,-494673401.0,1355.0,304306.0,9
가전제품 및 정보통신장비 소매업,155918,1238484515,2500470,8210.0,64754995.0,-2722.0,-20361930.0,1931.0,15787835.0,2091.0,17074255.0,0.0,0.0,-22.0,-182600.0,0.0,0.0,-121.0,-962640.0,-16.0,-132960.0,-7000.0,-56722690.0,-419.0,-3458210.0,2
가정용 기기 제조업,824888,24389042667,1700132889,53485.0,-2236361353.0,-81078.0,126433216.0,30788.0,2490576995.0,24787.0,2048485095.0,-26.0,-1570300.0,11544.0,780394650.0,0.0,0.0,-8015.0,-485355150.0,2498.0,148622700.0,-4926.0,-381200280.0,1731.0,551422.0,8
"가죽, 가방 및 유사제품 제조업",1227427,14182361100,176963740,20402.0,171999310.0,-22640.0,-180702295.0,-3019.0,-110096250.0,-447.0,-36216475.0,-163.0,-5819420.0,-720.0,-9953290.0,15.0,866200.0,-688.0,-43859300.0,-1016.0,-15113965.0,4207.0,108100390.0,1050.0,10698845.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,10755,260795350,25333350,2575.0,62401500.0,1327.0,32195775.0,-3116.0,-75542525.0,-1022.0,-24773000.0,-59.0,-1431750.0,-105.0,-2547250.0,0.0,0.0,-1811.0,-43899575.0,-119.0,-2890950.0,-787.0,-19079000.0,1.0,24250.0,1
건물 건설업,27758334,186372250862,6012795788,-2276294.0,-26040218433.0,574803.0,14507012517.0,1613840.0,12050193444.0,409757.0,3022049164.0,151079.0,948128885.0,399640.0,2215792455.0,-1694.0,-22073345.0,333234.0,3480553075.0,321822.0,2405717125.0,-150210.0,-567110701.0,237861.0,50123173.0,24
건물설비 설치 공사업,86465,993748385,6223260,-29517.0,-398198075.0,34405.0,422893120.0,-4330.0,-21953860.0,-4325.0,-21933685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-20175.0,-548.0,-2818930.0,-10.0,77745.0,2
"건축기술, 엔지니어링 및 관련 기술 서비스업",11080012,260437239995,9404813540,270728.0,-27168677177.0,-570425.0,7636973509.0,308089.0,20471626593.0,267081.0,14093546488.0,7756.0,805353580.0,-51655.0,518639705.0,0.0,0.0,118490.0,5275349925.0,-32676.0,-190969005.0,-75544.0,-750614479.0,67152.0,-189308446.0,16
"건축자재, 철물 및 난방장치 도매업",3091834,5412195746,133736487,364705.0,631843311.0,-349205.0,-604946637.0,-958.0,-1658528.0,-171.0,-293607.0,0.0,0.0,0.0,0.0,0.0,0.0,-736.0,-1277303.0,-51.0,-87618.0,-14451.0,-25064631.0,-91.0,-173515.0,1
