날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-02-25,1470124842242,-392593619176,230708399291,-1308239622357,0,KOSPI
2026-02-25,-127654442676,-47043448930,390638783241,-215940891635,0,KOSDAQ
