티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",5040.0,170946.0,874219185.0,0.8,781600.0,0.09,-67070.0,-342990955.0,83776.0,428764305.0,-788.0,-3972130.0,-158.0,-796930.0,0.0,0.0,-630.0,-3175200.0,0.0,0.0,0.0,0.0,0.0,0.0,-14917.0,-76656110.0,-1001.0,-5145110.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7900.0,14658.0,117094780.0,0.64,1066450.0,0.91,-6515.0,-52247960.0,6663.0,53389950.0,-141.0,-1086220.0,-1.0,19780.0,0.0,0.0,-140.0,-1106000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-55770.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4210.0,227855.0,962305769.0,2.31,32377165.0,3.36,-55267.0,-233265566.0,44498.0,187518041.0,11752.0,49908850.0,-639.0,-2700725.0,0.0,0.0,-309.0,-1304150.0,669.0,2840985.0,12031.0,51072740.0,0.0,0.0,-863.0,-3658525.0,-120.0,-502800.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,118800.0,29608.0,3579301500.0,-1.41,638117200.0,16.2,2069.0,248071300.0,-4450.0,-541757550.0,2296.0,283386050.0,14.0,3506550.0,-599.0,-71876700.0,-6.0,-675050.0,0.0,0.0,2970.0,362443150.0,-83.0,-10011900.0,84.0,10178300.0,1.0,121900.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,19050.0,971226.0,18652605340.0,3.93,3427962210.0,16.62,-48285.0,-922095430.0,-208181.0,-4018098135.0,5470.0,114243675.0,53385.0,1031819105.0,-13969.0,-268825990.0,-13217.0,-253827495.0,0.0,0.0,-82761.0,-1585650165.0,13685.0,264125600.0,253996.0,4882415070.0,-3000.0,-56465180.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",46000.0,12381.0,586778500.0,1.1,20573450.0,2.7,-5364.0,-255062050.0,1498.0,70481650.0,3875.0,185006350.0,-67.0,-2927150.0,0.0,0.0,-13.0,-598000.0,0.0,0.0,0.0,0.0,3955.0,188531500.0,-1.0,-47000.0,-8.0,-378950.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,27200.0,924.0,25175525.0,1.12,1234950.0,4.91,123.0,3353600.0,-121.0,-3299250.0,0.0,550.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-54900.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,182500.0,153657.0,28579721700.0,3.05,3194638600.0,9.0,10674.0,1972925050.0,-26326.0,-4870897300.0,17773.0,3290065650.0,13778.0,2533476050.0,-1181.0,-212732300.0,-2932.0,-537337850.0,0.0,0.0,3614.0,671965700.0,4390.0,815335700.0,-2138.0,-395281700.0,17.0,3188300.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4880.0,676353.0,3323499043.0,4.61,87020030.0,2.62,-89288.0,-436216169.0,82949.0,405368169.0,1637.0,7699740.0,2046.0,9699010.0,-42.0,-208310.0,-367.0,-1790960.0,0.0,0.0,0.0,0.0,0.0,0.0,5391.0,26553360.0,-689.0,-3405100.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,161000.0,8618.0,1383981750.0,3.07,47119150.0,3.4,-1246.0,-202250450.0,-1080.0,-172312050.0,2322.0,373929400.0,2453.0,394998700.0,-121.0,-19466100.0,-10.0,-1604200.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,473400.0,1.0,159700.0,0.0,0.0,0.0
