날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-05-12,-1213799406510,140944438419,6681827189926,-5608972221835,0,KOSPI
2026-05-12,-258361530714,-39862735737,-223367715312,521591981763,0,KOSDAQ
