날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-02-26,1256912628353,206812548546,649753777013,-2113478953912,0,KOSPI
2026-02-26,190100749135,-68886839766,-545871274742,424657365373,0,KOSDAQ
