날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-08-28,-1187553242961,1620627031716,419377763150,-852451551905,0,KOSPI
2026-08-28,-2967741768,-716667068,97863928670,-94179519834,0,KOSDAQ
