날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-05-18,1390378624453,49370882784,2209432084781,-3649181592018,0,KOSPI
2026-05-18,-253983857472,25474940604,-8363039169,236871956037,0,KOSDAQ
