날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-01-20,-649971374712,174355820869,352440222604,123175331239,0,KOSPI
2026-01-20,275884802089,8044944243,-307975129814,24045383482,0,KOSDAQ
