날짜,기관합계,기타법인,개인,외국인합계,전체,시장
2026-03-05,-1718559699122,40312899520,1822811165903,-144564366301,0,KOSPI
2026-03-05,739266264508,-20144141540,-1551371076508,832248953540,0,KOSDAQ
