티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4440.0,71422.0,312199640.0,2.069999933242798,56957630.0,18.239999771118164,-26142.0,-114488528.0,17505.0,76510728.0,47.0,210145.0,59.0,263365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-53220.0,812.0,3590035.0,7778.0,34177620.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7700.0,12165.0,93031530.0,0.12999999523162842,2463220.0,2.6500000953674316,2940.0,22589300.0,-2053.0,-15997790.0,-887.0,-6591510.0,-883.0,-6560850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-30660.0,0.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,3950.0,64721.0,254108582.0,0.25,4561010.0,1.7899999618530273,-4798.0,-18900428.0,6522.0,25674505.0,-1724.0,-6774077.0,-487.0,-1930535.0,0.0,0.0,-66.0,-260700.0,-268.0,-1047276.0,0.0,0.0,-903.0,-3535566.0,0.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,145300.0,36123.0,5312147250.0,-0.4099999964237213,1821649250.0,32.720001220703125,-5647.0,-837352150.0,-1790.0,-260419200.0,7437.0,1097791650.0,384.0,59309350.0,43.0,6538100.0,3321.0,489141500.0,0.0,0.0,1654.0,244455700.0,2035.0,298347000.0,1.0,128400.0,-1.0,-148700.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,14840.0,668467.0,9836292870.0,3.3399999141693115,1101611335.0,8.119999885559082,-144890.0,-2121237420.0,121221.0,1778279380.0,23793.0,344785580.0,27233.0,400327410.0,5932.0,87642545.0,-13467.0,-196878830.0,0.0,0.0,-51921.0,-773507080.0,-9982.0,-142922105.0,8.0,118440.0,-132.0,-1945980.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",37900.0,2207.0,82688375.0,1.0700000524520874,3695850.0,3.7699999809265137,-311.0,-11674700.0,138.0,5168700.0,252.0,9484400.0,310.0,11652500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.0,-2168100.0,-79.0,-2978400.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,27000.0,1594.0,42938750.0,0.9300000071525574,323100.0,0.75,-747.0,-20144400.0,-153.0,-4115350.0,1000.0,26974750.0,1000.0,26974750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,-2715000.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,128200.0,100043.0,12633569700.0,0.7900000214576721,796483600.0,5.489999771118164,3832.0,478891750.0,13115.0,1659338450.0,-17347.0,-2188882900.0,-218.0,-28579300.0,-753.0,-95870450.0,-186.0,-24931100.0,0.0,0.0,-11563.0,-1464243400.0,-4645.0,-577492250.0,318.0,40339800.0,82.0,10312900.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",5230.0,374137.0,1960190240.0,-0.5699999928474426,352826610.0,18.0,37582.0,194264125.0,-47522.0,-246007605.0,9702.0,50522380.0,-1087.0,-6024280.0,0.0,0.0,-108.0,-564840.0,0.0,0.0,11102.0,58183060.0,-205.0,-1071560.0,478.0,2496900.0,-240.0,-1275800.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,123500.0,4791.0,581119550.0,0.6499999761581421,19054500.0,3.2799999713897705,-1091.0,-134034300.0,-170.0,-20644600.0,1260.0,154559300.0,1249.0,153200800.0,0.0,0.0,11.0,1358500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119600.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",73500.0,34840.0,2550369700.0,-0.5400000214576721,304844200.0,10.300000190734863,6701.0,488544000.0,-3947.0,-288201200.0,-2629.0,-191245800.0,4763.0,349277600.0,15.0,1100800.0,1517.0,111437850.0,0.0,0.0,-8921.0,-652840950.0,-3.0,-220600.0,-236.0,-17211900.0,111.0,8114900.0
011150,CJ씨푸드,유가,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",2035.0,56022.0,112551263.0,0.0,294804.0,0.25999999046325684,-25107.0,-50414512.0,25053.0,50304622.0,54.0,109890.0,54.0,109890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011155,CJ씨푸드1우,KOSPI,기타/미분류,기타/미분류,6700.0,2574.0,17534730.0,0.75,0.0,0.0,-24.0,-160800.0,24.0,160800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,KOSPI,기타/미분류,기타/미분류,69700.0,8162.0,557339300.0,-1.1299999952316284,0.0,0.0,4212.0,286916800.0,-1970.0,-133738900.0,-2263.0,-154608600.0,10.0,857000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2273.0,-155464300.0,19.0,1294500.0,2.0,136200.0
097950,CJ제일제당,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",187100.0,67847.0,12686419750.0,-1.3200000524520874,1394871300.0,9.329999923706055,15439.0,2874315150.0,-31736.0,-5930350650.0,16275.0,3052124750.0,6888.0,1291418800.0,5235.0,982097300.0,1841.0,345235100.0,0.0,0.0,-180.0,-33453050.0,2491.0,466827300.0,175.0,32585000.0,-153.0,-28674250.0
097955,CJ제일제당 우,KOSPI,기타/미분류,기타/미분류,124800.0,3857.0,477796450.0,-1.190000057220459,124472600.0,26.049999237060547,1082.0,133978850.0,-1362.0,-168743350.0,80.0,9944600.0,80.0,9944600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,24695800.0,1.0,124100.0
000480,시알홀딩스,유가,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",4550.0,6864.0,31045904.0,0.8899999856948853,539015.0,1.7400000095367432,-3117.0,-14106675.0,3145.0,14230365.0,-28.0,-123690.0,-19.0,-82780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-40910.0,0.0,0.0,0.0,0.0
000480,시알홀딩스,유가,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조",4550.0,6864.0,31045904.0,0.8899999856948853,539015.0,1.7400000095367432,-3117.0,-14106675.0,3145.0,14230365.0,-28.0,-123690.0,-19.0,-82780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-40910.0,0.0,0.0,0.0,0.0
000590,CS홀딩스,유가,기타 금융업,"브랜드 수익, 자회사 배당",67500.0,500.0,33439800.0,-0.5899999737739563,0.0,0.0,-229.0,-15355000.0,223.0,14920000.0,6.0,435000.0,6.0,435000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012030,DB,유가,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1485.0,457467.0,660185536.0,3.559999942779541,1418899.0,0.20999999344348907,-121095.0,-177569523.0,49750.0,74274513.0,70335.0,101872281.0,506.0,744403.0,0.0,0.0,-117.0,-173745.0,0.0,0.0,0.0,0.0,69946.0,101301623.0,0.0,0.0,1010.0,1422729.0
005830,DB손해보험,유가,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",182500.0,150806.0,27507896450.0,1.1100000143051147,4184573050.0,14.539999961853027,-7066.0,-1292507600.0,-78016.0,-14245354100.0,85595.0,15631418500.0,26093.0,4754815150.0,9611.0,1749660800.0,12143.0,2217735500.0,0.0,0.0,37600.0,6882343950.0,-77.0,-14269800.0,-512.0,-93375300.0,-1.0,-181500.0
016610,DB증권,유가,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",9550.0,51512.0,482716800.0,2.9100000858306885,10740360.0,2.009999990463257,-30077.0,-282752160.0,19460.0,182553690.0,11103.0,104828740.0,134.0,1055210.0,11012.0,104184120.0,-31.0,-296050.0,0.0,0.0,0.0,0.0,-12.0,-114540.0,-486.0,-4630270.0,0.0,0.0
000990,DB하이텍,유가,반도체 제조업,반도체 제조,92700.0,239481.0,21293903450.0,6.429999828338623,2881795500.0,10.890000343322754,-49600.0,-4426542050.0,29160.0,2613190650.0,20073.0,1779732650.0,31679.0,2806796050.0,-1449.0,-131668750.0,1932.0,178579050.0,0.0,0.0,-11255.0,-1001035200.0,-833.0,-72845800.0,37.0,3176000.0,330.0,30442750.0
000300,DH오토넥스,유가,자동차 신품 부품 제조업,자동차부품제조,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
001530,디아이동일,유가,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",24600.0,33812.0,828496225.0,-2.380000114440918,36434100.0,4.03000020980835,5258.0,128554725.0,9697.0,237819250.0,28.0,706400.0,28.0,706400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14983.0,-367080375.0,0.0,0.0
015590,DKME,유가,일반 목적용 기계 제조업,"열교환기,압력용기,저장탱크,산업용보일러 제조",1469.0,82339.0,117550546.0,0.0,1923632.0,1.6399999856948853,-27437.0,-38791318.0,27135.0,38365019.0,2.0,299.0,2.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,426000.0
000210,DL,유가,기초 화학물질 제조업,지주회사,48150.0,40961.0,1956260600.0,2.6700000762939453,263404050.0,9.869999885559082,-10256.0,-492018850.0,-165.0,-9355350.0,10488.0,504647350.0,736.0,33271500.0,-30.0,-1433550.0,-108.0,-5192500.0,0.0,0.0,10562.0,510347200.0,-672.0,-32345300.0,48.0,2310350.0,-115.0,-5583500.0
000215,DL우,KOSPI,기타/미분류,기타/미분류,23550.0,1310.0,30538775.0,1.9500000476837158,0.0,0.0,-163.0,-3876000.0,162.0,3844800.0,0.0,7650.0,0.0,7650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23550.0,0.0,0.0
375500,DL이앤씨,유가,토목 건설업,토목 건설 사업,70300.0,246488.0,17116081850.0,2.4800000190734863,1285363450.0,7.510000228881836,-18729.0,-1315598700.0,-36928.0,-2552725900.0,54102.0,3759871600.0,34128.0,2377526800.0,1729.0,121544500.0,1060.0,74645750.0,0.0,0.0,20544.0,1421554350.0,-3359.0,-235399800.0,1802.0,125996900.0,-247.0,-17543900.0
