티커,Name,Market,Sector,Industry,종가,거래량,거래대금,등락률,공매도거래대금,공매도비중,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,시장,업종,주요제품
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,"렌탈(파렛트, OA장비, 건설장비)",4985.0,229545.0,1158682640.0,-3.39,11006330.0,0.95,-38344.0,-194059595.0,41017.0,207602490.0,322.0,1611535.0,201.0,1001685.0,0.0,0.0,36.0,181785.0,0.0,0.0,0.0,0.0,85.0,428065.0,-3000.0,-15180370.0,5.0,25940.0,0.0,0.0,0.0
006840,AK홀딩스,유가,기타 금융업,지주사업,7620.0,22038.0,169487160.0,-4.15,1645390.0,0.97,7360.0,56430050.0,-6658.0,-50973700.0,-724.0,-5624210.0,-751.0,-5831660.0,0.0,0.0,18.0,137430.0,0.0,0.0,0.0,0.0,9.0,70020.0,22.0,167860.0,0.0,0.0,0.0,0.0,0.0
027410,BGF,유가,기타 금융업,지주회사,4345.0,219066.0,961365807.0,-2.14,35820555.0,3.73,-26185.0,-114812971.0,-33948.0,-149385115.0,67158.0,294908826.0,3982.0,17098305.0,0.0,0.0,134.0,587540.0,-1009.0,-4425704.0,0.0,0.0,64051.0,281648685.0,-7002.0,-30610235.0,-23.0,-100505.0,0.0,0.0,0.0
282330,BGF리테일,유가,종합 소매업,체인화 편의점,119900.0,28827.0,3473762050.0,-3.46,903876900.0,24.18,-480.0,-58871900.0,5492.0,664043150.0,-4862.0,-586990150.0,-6610.0,-797348450.0,958.0,115345600.0,-787.0,-94627800.0,0.0,0.0,2042.0,245783900.0,-516.0,-62279100.0,-150.0,-18181100.0,0.0,0.0,0.0,0.0,0.0
138930,BNK금융지주,유가,기타 금융업,금융지주회사,17710.0,802045.0,14342848535.0,-6.05,1949556690.0,12.7,210061.0,3753037685.0,-94740.0,-1681375385.0,-124660.0,-2239924390.0,-63719.0,-1149628255.0,2596.0,46157050.0,-51158.0,-913655975.0,0.0,0.0,-10976.0,-196449470.0,-1404.0,-26365840.0,9089.0,163773590.0,250.0,4488500.0,0.0,0.0,0.0
001460,BYC,유가,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",47950.0,32152.0,1575007725.0,-10.71,30817650.0,1.43,-10596.0,-510432825.0,10583.0,509229575.0,-14.0,-92000.0,-16.0,-187900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,95900.0,17.0,818200.0,10.0,477050.0,0.0,0.0,0.0
001465,BYC우,KOSPI,기타/미분류,기타/미분류,27750.0,1440.0,39627000.0,-3.81,1326800.0,3.35,-176.0,-4868200.0,176.0,4872900.0,0.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0
001040,CJ,유가,기타 금융업,지주회사,194900.0,115827.0,23025930900.0,-5.85,2996010700.0,10.48,-2664.0,-543346650.0,7505.0,1474320400.0,-12586.0,-2480775500.0,-16306.0,-3239034150.0,106.0,22211750.0,-2182.0,-435992100.0,-197.0,-39401600.0,11063.0,2203265600.0,-5070.0,-991839600.0,7596.0,1520056750.0,149.0,29745000.0,0.0,0.0,0.0
079160,CJ CGV,유가,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",4820.0,423081.0,2037819673.0,-3.31,254306865.0,12.48,50861.0,246135432.0,-26970.0,-130637910.0,-38388.0,-185051217.0,168.0,727000.0,0.0,0.0,154.0,741510.0,0.0,0.0,-38865.0,-187267597.0,155.0,747870.0,14200.0,68120000.0,297.0,1433695.0,0.0,0.0,0.0
00104K,CJ4우(전환),KOSPI,기타/미분류,기타/미분류,171300.0,8837.0,1511163200.0,-4.03,6713800.0,0.44,-9.0,-1866000.0,-2614.0,-447928200.0,2623.0,449794200.0,2615.0,448418600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1375600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000120,CJ대한통운,유가,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",106800.0,49025.0,5285597900.0,-6.15,804769000.0,12.55,11884.0,1281906200.0,10955.0,1178280400.0,-23278.0,-2508027100.0,-6732.0,-727316100.0,-4.0,-430750.0,-6547.0,-703611600.0,0.0,0.0,-9169.0,-987591800.0,-827.0,-89187950.0,421.0,45900200.0,18.0,1940300.0,0.0,0.0,0.0
011150,CJ씨푸드,유가,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",2615.0,227833.0,600631422.0,-3.68,6317850.0,1.05,-28305.0,-75025705.0,27482.0,72847870.0,162.0,425430.0,90.0,235350.0,0.0,0.0,48.0,126240.0,0.0,0.0,0.0,0.0,24.0,63840.0,373.0,992130.0,288.0,760275.0,0.0,0.0,0.0
011155,CJ씨푸드1우,KOSPI,기타/미분류,기타/미분류,13640.0,962.0,13068080.0,-0.29,136400.0,1.04,-288.0,-3906870.0,-10.0,-136400.0,9.0,121950.0,9.0,121950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,3921320.0,0.0,0.0,0.0,0.0,0.0
001045,CJ우,KOSPI,기타/미분류,기타/미분류,87200.0,7785.0,686061050.0,-5.32,4280700.0,0.62,1351.0,118080600.0,-1448.0,-126641800.0,0.0,33900.0,0.0,33900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,6956600.0,18.0,1570700.0,0.0,0.0,0.0
097950,CJ제일제당,유가,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",207000.0,66936.0,13897906000.0,-2.36,3129842500.0,17.15,-17739.0,-3684498000.0,20342.0,4216358250.0,-2593.0,-529224250.0,-7540.0,-1564370000.0,-123.0,-25464000.0,-351.0,-72202500.0,0.0,0.0,4289.0,897629250.0,1132.0,235180500.0,30.0,6140000.0,-40.0,-8776000.0,0.0,0.0,0.0
