Sector,거래량,거래대금,공매도거래대금,개인_순매수량,개인_순매수대금,외국인_순매수량,외국인_순매수대금,기관합계_순매수량,기관합계_순매수대금,금융투자_순매수량,금융투자_순매수대금,보험_순매수량,보험_순매수대금,투신_순매수량,투신_순매수대금,은행_순매수량,은행_순매수대금,연기금_순매수량,연기금_순매수대금,사모_순매수량,사모_순매수대금,기타법인_순매수량,기타법인_순매수대금,기타외국인_순매수량,기타외국인_순매수대금,종목수
1차 비철금속 제조업,46359159,469831079193,7829367034,1177411.0,-9294833051.0,-1044944.0,10294572929.0,-182338.0,-847702487.0,13149.0,-3668875211.0,-15080.0,-2812472847.0,47124.0,3605067797.0,0.0,0.0,-25552.0,-3195211675.0,-201910.0,5225206349.0,55239.0,-1140562912.0,-5368.0,988525521.0,23
1차 철강 제조업,24892974,516814532597,15448130898,497010.0,-15810651268.0,1039422.0,48096885898.0,-1546995.0,-30340325015.0,-57386.0,-14576829689.0,-142549.0,-8447631850.0,-110879.0,1910745525.0,343.0,3715700.0,-699196.0,-12998086420.0,-535175.0,3646159364.0,-2036.0,-2327887556.0,12599.0,381977941.0,59
가구 제조업,1138689,5355302039,129129358,128817.0,573847220.0,-123892.0,-593757580.0,-2712.0,-59246727.0,-271.0,-1439627.0,-553.0,-7108485.0,-35.0,-503480.0,-27.0,-911400.0,-1719.0,-47668990.0,-107.0,-1614745.0,14292.0,101046630.0,-16505.0,-21889543.0,9
가전제품 및 정보통신장비 소매업,176413,1255242800,70973930,-27187.0,-191977350.0,-7097.0,-56003300.0,3565.0,25792840.0,66.0,54615.0,0.0,0.0,5575.0,40466260.0,0.0,0.0,-3069.0,-21933945.0,993.0,7205910.0,31146.0,225051290.0,-427.0,-2863480.0,2
가정용 기기 제조업,1007270,21540400090,2474864929,81858.0,1831332417.0,-44457.0,-394681580.0,-27457.0,-1266520786.0,-34092.0,-1748197436.0,-416.0,-29628900.0,-1655.0,-112399400.0,0.0,0.0,0.0,0.0,8706.0,623704950.0,-1258.0,-144016215.0,-8686.0,-26113836.0,8
"가죽, 가방 및 유사제품 제조업",559204,4771111045,147902620,-170168.0,-1151020360.0,148614.0,670177150.0,33156.0,550118060.0,-1049.0,-21199920.0,-2118.0,-31233570.0,-828.0,-12292470.0,13.0,789900.0,22494.0,399515300.0,15144.0,217483820.0,88.0,6581010.0,-11690.0,-75855860.0,5
개인 및 가정용품 수리업,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
개인 및 가정용품 임대업,26235,639777275,56255450,-7211.0,-177271025.0,-80.0,-2534075.0,7550.0,186127900.0,-113.0,-2717250.0,6757.0,165634625.0,3555.0,87031200.0,0.0,0.0,-2630.0,-63364175.0,-19.0,-456500.0,-354.0,-8667950.0,95.0,2345150.0,1
건물 건설업,14737534,337463422986,10627340596,388055.0,-12316477964.0,-551712.0,7619161504.0,162648.0,4325695603.0,180205.0,6764801671.0,3669.0,-12367630.0,-18206.0,-2670829676.0,-5917.0,-209885962.0,-27691.0,-883572775.0,80861.0,1612221370.0,20499.0,429873161.0,-19490.0,-58252304.0,24
건물설비 설치 공사업,92315,1702625760,51145345,-8992.0,-239573160.0,14553.0,357023485.0,-5211.0,-109602755.0,-545.0,-3646955.0,-296.0,-6618150.0,-1175.0,-26729800.0,0.0,0.0,0.0,0.0,-3195.0,-72607850.0,-129.0,-2975050.0,-221.0,-4872520.0,2
